,review,score
42,"Not enough eating places - queues were all massive. A distinct lack of options (or. none) for a coeliac like me. The worst problem is the complete lack of toilet facilities - too few and far between for the volume of passengers. Also, why don't the men's loos have rows of urinals (or indeed any urinals at all in some of them)? This is basic design. A toilet with just 2 x cubicles is useless in a place this busy.",1
43,"What an absolute disgrace this place is, massive queues at all food outlets, clearly not enough to cope with passenger numbers. We did without as they were moving so slowly.The toilets around the departure gates were not fit for purpose, doors missing, locks missing, urinal overflowing and no toilet paper in 4 toilets I tried.",2
44,"Departing from this is a nightmare! They are clearly understaffed, the staff seemed stressed and the passengers weren't helping. Hopefully I'll never have to experience departing from this airport again. You also need pay £1 for the trollies which was a nightmare.",2
45,"What a shambles of a place! Don't ever fly from Manchester. Rude staff, not helpful at all. An small old man who just shouts at everyone. If you hate your job that much just leave! Just an awful set up with no organisation. AVOID!!!Would rather walk then fly from Manchester!!",1
46,Booked to go out at 6 am Sept 16th to Croatia. Airport very disorganised with long queues. Check in chaotic. Staff behind counters waving to tell people to go and check in. No organisation at all. On return 23 Sept. We had to wait 1.30 minutes for bags to arrive on belt. No member of staff about to ask or to Inform passengers what the problem was. A plane which had arrived after our flight saw their bags come off quicker. The service is extremely poor at this airport,1
47,We went through priority screening. The attendant totally stopped our line for 40 minutes to allow for another line to proceed due to a flight delay . We missed our plane. We had to buy new tickets and leave out at 630 at night after missing our 700 am flight.  This was clearly mismanagement. We told the officer several times we were going to miss our flight. Many other people also missed their flight due to this stoppage.,1
48,"Arriving at Terminal 2 departure lounge, it's 6pm Sunday and everything is closed apart from wh Smith,  appalling. Can't get any food apart from rubbish prepared sandwiches, it's 2022 arghhh....",2
49,"Terminal 3 - Manchester AirportYou couldn’t get more inefficient if you try. The process you will be subjected to is similar to most airports but has a twist at every stage:1. Check in with any bag that is not a solid case and you have to re queue to put it on a different belt. Takes 30-45mins2. Security staff are incredibly rude and are inept. Priority security takes 60-90mins.3. Food and drink. Nowhere to sit, lounges are full and dirty.4. Boarding. If you make it through the 3 stage hurdles, well done.",1
50,What a joke this airport is. Well over 90 minutes for cases. The flight from Canada was excellent and on time. All Canadian passengers could not believe how appalling the service was.. the baggage enquiries simply said ‘average time for luggage is 90 minutes from the plane landing’It never used to be like this. I am surprised the airlines don’t refuse to pay the fees,1
51,Arrived from Vienna...plane waited 18 minutes on the apron for an off loading gate to be made available. Finally got off the plane and walked down the dirty stained corridors. Security was relatively ok. Baggage carousel was a nightmare. Waited 2 hours for bags to arrive. No staff at all to offer explanation. Spoke to a man in a swissport outfit through the rubber screen at the head of the carousel.. rude rude rude man.. told me and others to P ... Off! A riot was very close to erupting.Shall never use Manchester airport again. A disgusting dirty hovel. Was utterly embarrassed for any Austrian visitors. This airport emphasises everything that is horrid about the UK at the moment. I will be happy to spend more in future and use Birmingham or Heathrow even Gatwick with more professional organisation. AVOID MANCHESTER AIRPORT.,1
52,"Terminal 2 is a disaster. Got through to the terminal at 3:45amRammed full of people and only 2 places open to eat or drink. Massive queues for those places and those that were opening at 4. Some of them not opening until 5 or later!Not enough seats for people to sit on. Not enough toilets - massive queues. I understand this terminal has recently been refurbished and what a disaster it is. Why on earth are they putting thousands of people in a terminal with food and drink venues that aren’t open, and not enough seating or toilets. Really poor planning.Next time I’ll be flying from a different airport.",2
53,Arrived from Vienna...plane waited 18 minutes on the apron for an off loading gate to be made available. Finally got off the plane and walked down the dirty stained corridors. Security was relatively ok. Baggage carousel was a nightmare. Waited 2 hours for bags to arrive. No staff at all to offer explanation. Spoke to a man in a swissport outfit through the rubber screen at the head of the carousel.. rude rude rude man.. told me and others to P ... Off! A riot was very close to erupting.Shall never use Manchester airport again. A disgusting dirty hovel. Was utterly embarrassed for any Austrian visitors. This airport emphasises everything that is horrid about the UK at the moment. I will be happy to spend more in future and use Birmingham or Heathrow even Gatwick with more professional organisation. AVOID MANCHESTER AIRPORT.,1
54,"Absolutely terrible and getting worse. I recently flew to Bahrain for work - within two hours, I'd go through security, got my bags, checked into my hotel, and had a swim before heading off for dinner.At Manchester Airport it took 30 minutes for someone to be able to connect the stairs before we could even get off the plane.  It then took another two hours before our bags were available - two hours! Shocking - avoid if at all possible - a national embarrassment.",1
55,"This is now a regular occurrence. Your plane arrives at Manchester - the airport tell them where to park- in this case it’s on the apron requiring buses and guess what there are no buses available. We have now been waiting nearly 40 mins for a bus. Why didn’t they (MAA) use an airbridge, negating the use of buses. If they insist on using buses and why are there only 4 buses for the whole airport. You could not make this farce up",1
56,"Got dropped off by a taxi earlier this week. The best airport experience we've ever had which did surprise us. The airport staff at the drop off point were welcoming and helpful, as soon as we got in the building all the staff were helpful, friendly and chatty, everywhere we went, right through to getting on the plane. Great selection of shops with pretty standard prices. I can't believe how stressless it was.",5
57,"Used Terminal 2 which appears to have doubled in size with lots more places to eat and drink. Unfortunately, every single place has a huge queue with a long wait (how can this be the case when it wasn’t when it was half the size - something wrong with the operation) - we waited about 40 mins for fast food (sit down restaurants were a no go). Then when we landed about 5am this morning we had to wait on the tarmac for almost an hour for a bus. Apparently only two bus drivers available.  Crazy.  It’s an amazing airport just very very badly run",1
58,Even with small security queues at T2 it took me an hour to get through - they had staff but they were recalling 50% (yes half!) of bags for reinspection in some lanes.Very few toilets - 2 cubicles for men and two urinals in the main departure area of T2.Internet very poor /virtually impossible to get signal. No phone signal.Just poor for a brand new terminal!,1
59,"Terminal 1 drop off £6 for a 45 seconds stop. Sunday teatime flight. Baggage drop off fine - 15 minutes max and passport check was too. Security staff were rather assertive but we thought we'd got through pretty quickly until one bag was stopped in the machine for further checking. Had to wait in another queue for a further twenty minutes with people who were beltless, shoeless and wondering what was happening. Only two people were dealing with these. When our bag finally turned up the staff didn't even ask us about it and just handed it over -  just another delay.Eating facilities were appalling - limited, dirty, food and waste on the tables with hardly anyone cleaning up so we had to move rubbish to sit and eat a Burger King meal (which itself was bad).Almost all the shops were closed.Long, long walk to the aircraft with hand baggage. No travelators whatsoever! Gate area not large enough for the number of passengers - OAPs were sat on the floor or standing for nearly an hour before boarding.Another long walk on our return including up and down stairs. Herded like sheep back and forth in a very long queue to the e-passport booths, but they couldn't identify me from my passport so had another twenty minute wait with similar irate people to see a real person before being let back into the UK.Two baggage belts in use for the flight so had to keep dodging between them to find our bags. Final insult was a charge for a luggage trolley. Couldn't believe it. Absolutely disgusting. What a terrible impression for visitors. We had no English coins so had to manhandle all our very heavy cases to the pick up car park. Part of the route isn't covered but fortunately it wasn't raining too hard. Our son arrived to pay another £6 for a two minute stay. The exit payment machine card scanners were not working.Manchester Airport - Terminal 1 anyway - is a disgrace to the UK and an embarrassment to the north west. I wouldn't go there by choice but there's no alternative unless you're flying budget airlines. I believe it's run by local authorities. It needs privatising and massive investment to bring it up to standards elsewhere in the world. The online flight information is poor too. You can find the flight but there seems to be no status information and you are always referred to the airline.",1
60,Delayed going out due to various airport related issues. Delayed coming back due to the plane leaving Manchester late due to airport related issues. Waited for an hour for bags. Third world airport service,1
61,"Possibly the worst airport I've travelled through. Even local airports in the developing world are better than this: rude and aggressive security, chaotic layout and signposting, dirty facilities, bored and dismissive staff, food outlets than only sell drinks (ran out of food - really???). The owners say they have a plan and it's on track. The problem is, it was like this prepandemic and, if anything, is getting worse.",1
62,"Very disappointed at the lack of eateries, and the ones that are here have a distinct lack of choice.  Arrived for an afternoon flight, queued outside first restaurant for around 20/30 minutes only to get to the front to be told “no breakfasts available”. Went to the restaurant next door, again queued for 15 minutes or so, only to find all day breakfast stops serving at 11.00am.  Not a lot of choice, outside of sandwiches & snacks from general coffee. shops.  Dreadfully disappointed for a major terminal. Nothing like T1. Positive is that passing through Jet2 baggage drop & security was speedy & efficient.",3
63,Unable to obtain food queues too long early morning flight not enough food outlets in terminal two horrible experience the old terminal was far better one outlet open for drinks but not food eventhough there was a chef behind counter we had 2 year old to feed ridiculous,2
64,"Manchester airport used to be excellent for flying too and from, but it is all about trying to rip people off by drop off charges. The whole layout is confusing, which bodes well for the healthy fines they will dish out, if you accidentally stop in the wrong stop, whilst negotiating the maze. Using the short stay car park for terminal one for meet and greet is is just rediculous, the old quick in and out was superb, but obviously not a cash cow. My advice is use Liverpool John Lennon or Leeds and let this place rot.",1
65,"This used to be a good airport. Now it is dirty, dated and not up to the job. We arrived early and paid for fast to track to ensure getting a meal before boarding as my husband needs a gluten free diet, and Easy Jet don't offer anything. We missed the fast track lane and wondered how, but two other passengers also missed it because it was poorly signposted, so we had to queue. Duty free was quite poor given the size of the airport. (Heraklion was smaller but with better options.) Finally only two restaurants were open (2pm) and the queues were long. By the time we got to the front we were told it was minimum 35 mins for food and even 25 mins for just a drink. We ended up having to leave, after queuing, to avoid missing our boarding. My husband did not get his meal and was lucky that Starbucks offered one GF option in their sandwich range. On top of all this the airport feels dirty and outdated. This experience should be 'the start of your holiday'. Instead it left us feeling that in future we will try and fly from John Lennon Airport.Oh and the £6 drop off fee is extortionate!!",2
66,"Not a good experience at Terminal 1, both departing and arriving. Security at departure was appalling, having basically had to empty the majority of the contents of our hand luggage into a tray, and checking with the attendant that the remaining items were ok , we then had to wait 20 minutes following rejection of our case due to a small container of soluable asprins.Return was made difficult trying to find the correct place to meet our taxi collection. Sign posting is very poor and when you do get there it is part of a multi story car park and absolute chaos. For which the cheeky so and so's charge you £6.00Going from Manchester suited us this time, but we would definitely do our best to avoid it in future.Paul and Sue Bishop",2
67,"This is the worst airport I’ve ever been to and for the record I’ve been to airports all over the world and every continent and this is the worst of them all. Many unnecessary, long queues, took me over an hour to even get to the security check and the air conditioning was horrific. Jam packed security even tho it wasn’t necessary.",1
68,"My flight arrived from Jamaica to Manchester on time. We spent one hour on the plane after landing because we could not disembark because there was no staff available to attach the walkway used to get us off the plane, as a result a passenger had a panic attack. The pilot did his best to keep us informed but couldn’t give us a time when the situation would be resolved.After waiting for an hour to get off the plane, we waited for another hour to get our luggage and as a result we missed our transport home.During the time that we were waiting for our luggage, there was no member of staff available to give an account for the delay in our luggage being taken off the plane.The most annoying thing is that some passengers who flew on the same flight go their luggage quickly and then everything stopped for about 50 minutes and then suddenly started again?Manchester Airport get your act together!!I understand there is a shortage of staff but this has been the situation for too long!",1
69,"If you want to witness incredibly inept management I suggest you fly from this airport. Clearly this cost cutting ""management"" put their customers behind profit. Manchester Airport has had several months to get back to normal working levels yet they are overseeing personified chaos.",1
70,"I was expecting a bad experience to be honest, I was prepared for lengthy queues etc. But it was fine. The staff were in good spirit and the wait for security checks were fairly reasonable. We sat down quite quickly for food and staff there were lovely too.",4
71,"Flew in from Munich early hours, to rude and slovenly security. Dirty and litter strewn corridors, toilets that looked like they hadn't been cleaned for days and a general atmosphere, that made it feel like you were an inconvenience to the staff.Why is customer service at this run down, overpriced and badly maintained so called ""International Airport"" so bad? About time the management stopped taking less then minimum standard as the normal and started to take pride in their job. One star purely for the smiling border security bloke",1
72,"After a 10 hour flight we waited 90 minutes to get stairs to the plane, then another 30 minutes for a single bus to empty a huge Dreamliner, then had to wait 4 hours for our bags to be taken off the plane, this airport is beyond awful, who is running this shambles?Disgraceful! Going to Liverpool from now on.",1
73,"Very little staff, very busy terminal, machines broke on terminal 2, staff stood around taking. Had a very bad feeling about the whole thing and lo and behold both of our suitcases were lost and never put on our tui flight from terminal 2",1
74,"I was so impressed with Manchester airport yesterday. We were through baggage and security within no time, no queues, super attentive staff. They’ve had a tough few months with staff shortages but they’ve clearly turned this around and that effort needs to be commended as that was the smoothest airport journey I’ve ever had! Thank you",5
75,"I live in Manchester 10 minutes drive from the airport. If I fly to Europe I use Liverpool airport. If I fly to the USA I drive down to Heathrow, as I did last week. Anything is better than using this place.",1
76,Worst airport in the country and I have travelled from pretty much all of them. No excuses about the pandemic as it was an absolute mess before the pandemic. Needs a deep dive review and those running it should walk away as they are terrible at their jobs.,1
77,"This place is where nightmares are born, staff at the security shouts at you like you're in a prison. No space to sit down, absolute chaos and no organisation. The absolute worst experience you could possibly get at the airport. Shame on you.",1
78,Worst airport in the world. The security is ridiculous- even on a calm day it takes hours. They reject 95% of luggage! How is the security!!! INCOMPETENT,1
79,"Travelled from T2 for the first time since refurbishment. Getting through security is a shambles. They designed the X-ray arch too near the security belt where you unload your valuable positions, this results in me trying to put my stuff in the trays while people are trying to get passed through the X-ray arch…..crazy.Then try and find your valuables which have reached the other side long before you. Passport, money, phones, computers. Mine ended up well away from the belts at the pick of anyone. Very bad. Why can’t you accompany your valuables. The terminal is like a complicated shopping mall, hard to see the connection to flying.",2
80,Absolutely brilliant service.My husband and I felt so looked after by Karen at Take Flight tonight. She was so friendly and professional. The food was great too. We walked out of the Italian ( terminal 3) because of the 50 minute wait for food… and we were so pleased we did as the staff in Take flight were great. Definitely worth a visit if you are in  Terminal 3 . Thank you. Sara and David,5
81,"It's Friday afternoon.  The airport is packed.  There was no wait at all at security,. Brilliant.  However. The giraffe bar was closed for the day. No explanation.  This pit extra pressure on all the other bars which again were packed.  Now we are flying again they need to review terminal 1 facility",3
82,Arrived at T2 lunchtime. Long queues for all food and drink outlets. All seating around the departure lounge full so had to stand for nearly three hours. Too many shops selling things you don't need- get rid of them and change them to pubs/restaurants. Our T2 experience was not a part of the holiday as it should of been. Will not travel from this airport again. Zero star s.,1
83,"I have used the assistance help many times at Manchester airport at all terminals, and I can never praise the service enough.They are friendly professional chatty and humourous.They do there job efficiently, taking all the stress out of getting to the plane.Well done and thank you for the assisstance you have given me over the years and many more trips in the future.On the other side of the coin, the same service at the countries I have flown have also been good, but language can be a bit of a barrier, but it's fine.Lastly the coordination between travelling both ways us also a triumphant experience.",5
84,"Used terminal 1,with easyjet.Chaos, just to get to luggage desk.Chaos at security.Returning to terminal 1, Pathetic,On entering the baggage hall, hundreds of passengers waiting fot their luggage . Some had been waiting for two hours.No Information, an bags strewn , all over the the floor.That was so bad, that when airport staff, where helping wheelchair passengers through the baggage hall. They could not move.The management of this Airport is non- existent .Too many Planes at the same time.Why doe the Airport employ so many people that have no idea, about the job they are being paid for.I WILL NEVER USE THIS AIRPORT AGAIN< EVEN THOUGH TIS WILL LIMIT MY HOLIDAY DESTINATIONS",1
85,"Filthy airport, overcrowded and unhelpful staff. The airport was heaving to the point you seriously question safety. Fire exits are blocked in some cases by orange barriers.",1
86,"Possibly the worst airport in the world for baggage handling.Landed from dubai on ek019 at about 19.00. When we got through immigration loads of cases on carousel, just kept going round and round with  no new bags being put on or just a few at a time. Took 90 minutes to get our bags and still about 50% of people still waiting when we left. Never anyone in authority to speak to.They can't blame covid measures as it has been like this loads of times in last 20 years. Nobody gives a toss about customer satisfaction at this airport.All airlines get bad press but it seems to be all down to Manchester Airport management (or lack of it). Disgraceful that they can get away with it while ripping people off who have come to collect passengers at £12 an hour for pick up parking. They are just making money out of their incompetence.",1
87,"Manchester Airport T2 3am in the morning. Everywhere is shut, you can't buy a coffee or any sort of drink anywhere never mind food.All the blue comfortable soft chairs where filthy with food and drink stains, and I mean everyone. The wife refused to sit on any and sat on wooden slat chairs instead. The toilets! Well I wouldn't let my dog use them. They were worse than filthy, they absolutely  stunk and had not been cleaned for it looked like weeks.This is a brand new Terminal only recently opened and Manchester airport authorities should be ashamed of themselves.God knows what impression this airport gives to foreign travellers.",1
88,"Absolutely atrocious experience. Arrived in T3 last night- shunted into massive 'family queue. One surly person on the passport desk. Staff passing the buck. The place is a mess, filthy, and chaotic. The management clearly despise passengers. I've been using the airport for a decade and it's getting worse all the time. Mostly, I am a regular business traveler and it makes me want to move from Manchester. Using this airport regularly is not viable.",1
89,"The best thing about this airport is leaving it, flying somewhere nice I to a proper clean airport. The moving walkways from/to the train station still not working. Public toilets smelly an unclean. Security a chaotic shambles as always.Parking confusing with extortionate prices even for drop off/pick up.As a Mancunian, I am embarrassed and sick of apologising to friends from overseas.",1
