,review,score
12,"I needed wheelchair assistance. The staff at the assistance office were overwhelmed and stressed, I just made it to my plane after the guy pushing my chair had to literally argue with security staff to get me through, I'm sure the many of the hundreds of other people in the assistance lane did not make theirs. The baggage security staff were so rude shouting at travellers to get a move on and saying the disabled wheelchair users were holding everyone up. The moving walkways from the rail station are not working neither in the airport itself (I was told by my assistance staff that it was to save money £30,000 a year apparently.) I flew Man-Frankfurt-Bangkok return, only in Manchester did I have any problems. In fact my wheelchair did not turn up at all for the last 2 flights that I have arried in Manchester. BTW the toilets i used in Terminal One arrivals were disgusting dirty and smelly. Manchester Airport takes the joy out of travelling.",1.0
13,"Post covid can not continue to be used as an excuse for terrible service, security, customer service and facilities. The terminal is going backwards with most eateries closing at 6pm, the duty free area poorly stocked and staffed and the terminal is dirty with a lack of cleaning staff and the security poor - even the armed police look complacent. They should be ashamed. The staff on baggage security are rude and incompetent and generally the airport has gone backwards - come on CEO and management - get this sorted out - it is a disgrace. You can’t keep putting posters up stating bear with us while we recover - covid has been and the rest of the world has learned from it and used it to make things better !",1.0
14,"Checked in at İstanbul all the way through to Toronto via Manchester. Arrived in Manchester to see a person holding a piece of paper advising connecting passengers to collect their bags and re-check in.  Grimy old passageways and no fresh air. Queue to cross the border because reasons. Listen to people being questioned about entering the UK because obviously everyone is suspicious. Bag did not arrive at baggage claim because zero bags did. Asked baggage handling staff how long the wait would be, usually. Told “this airport is crap” with a smile (actually the only really straight info I got.) Ran to the other terminal to make check-in for the flight I already had a boarding pass for. Huge line for security. Told to repack my 100ml toiletries in a different clear plastic bag 1cm smaller than the one I had. This cost precious minutes. Questioned at length about the medication in its packaging I had in my backpack. More minutes. Not many left! Ran through poorly signposted passages through shopping, in a circle, until another sign pointed the other way to where the gate actually was. Sprinted the last few hundred meters to arrive 5 mins before gate closure to find a hubbub of angry people because…the flight was delayed. Mopped sweat out of my clothes in a grubby airless toilet. Got the flight. Spent the next week wearing the same clothes with the spare undies, t-shirt, and socks I thankfully had in my backpack. Swore never to go through Manchester again. Worst 2 hours of the whole year or more. Sorry, but the staff were either overwhelmed, or standing around looking at their phones. It was the single worst travel experience I have ever had.",1.0
15,"I agree with the many other reviewers that Manchester Airport is a disgraceful affront to the travelling public. Exorbitant parking charges, inadequate seating, poor security operation etc etc, Perhaps the biggest insult is the fact that they have turned off the moving walkways between the rail station and terminals 1 and 3. This is a huge inconvenience to elderly people and those who experience difficulty walking due to injury etc. Probably the worst airport on the planet.",1.0
16,Possibly the worst in the UK. Only used it as the flight times suited us. Lacks cleanliness and just seems old and ragged compared to others. Would choose others where possible.,4.0
17,"Seriously, you’ve got to see this place to believe it. We arrived 3 hours before our long haul flight. The first queue is in the carpark. We spent just under an hour waiting to get into building. The next queue is check in. You can tell the staff really don’t want to be there and there are signs everywhere about respect, zero tolerance for abuse, etc. Airport management probably hasn’t figured out that so many passengers are angry because every single aspect of the airport experience is botched. The security screening process is straight out of a bad comedy. My wife had her jacket trashed by one of the security guys who managed to get it caught in the roller conveyer. The scanner seems to detect liquids everywhere even when there aren’t any. A small nasal spray in my hand luggage caused an additional 30 minute wait. My wife had her bag completely unpacked with all her personal items tipped into a filthy tray for everyone to see. Two hours after arriving we cleared security. The terminal itself (T1). Looks like a relic from the 60’s. There’s not enough seating and the place really is knackered. So we went straight to the gate - which was a long hike, maybe because the air raft was an A380. There were no toilets or facilities of any kind in the gate area. There were not even enough seats so many passengers stood. I’ve never had an airport experience like this anywhere else. Sadly it looks like the place needs to be rebuilt and management needs to find careers they’re better suited to. I’ll try very hard to avoid travelling through this airport again.",1.0
18,"I have visited many airports, and many of them large and busy, such as New York airport, but without a doubt, this is the worst airport, from which I will never ever travel again. One experience has been more than enough to know all the absurd rules it has, especially in the security controls.  It is absurd that only one excessively small bag of liquids per person is allowed at the security checkpoint and they have even taken away my hair straightener. After warning the security guard 3 times to turn my suitcase upside down because he was going to open it in the wrong position, he opened it upside down and all my clothes fell on the floor. Imagine all your underwear on the floor while people walk around you. Oh, and let's not talk about the time it takes to check your bag at this airport or get through security. If you don't want to miss your flight, better come 6 hours earlier. I will never come back, this airport leaves a lot to be desired.",1.0
19,"Manchester Airport is the most confusing stressful airport I have ever been in. When I went to the UK from Brisbane airport I went through check in my bag went straight on the plane and picked it up at the other end no problems. In Manchester I waited in a line for around an hour and a half only to be told I need to go to another queue to get my bag x-rayed so I stood for around another hour waiting for this. When I went through the screen with my personal carry bag it went in a different queue and I had to wait another half hour, the problem was I had a tube of savlon cream in my bag and it was suppose to be in a zip lock bag (no where else in the world do they do this). So what should of been a leisurely coffee in the terminal was a stressful rush. Just the whole experience was a stressful experience with incompetent people running the place.",1.0
20,"This was our third time through Manchester this year. We had booked Fasttrack and were directed into the lane quickly. Walking down to the corner we were astonished at how long the queue was and how the main lines were completely empty. The reason soon became apparent, all customers, irrespective of their booking were being directed into Fasttrack! It took us just under two hours to clear security. Of 34 security areas in Terminal 1, only two were operating! It was a shambles. No one cared about any passenger needs, from those with flights due to depart to elderly passengers, who were clearly needing to sit to families whose children were desperate to go to the toilet. A family in front of us finally managed to attract a member of staff because their daughter was desperate and was told they could leave but would have to go to the back of the line! Dad went with their daughter and we all helped him get back to his family after, despite the staff. I mean, we had only gone a few centimetres when they got back. To add insult to injury when we could see the security area about eight staff were lounging about doing nothing but chat with one another. Eventually, more staff came and they went up to four lanes. They also kept saying over the PA that it was the fault of passengers being slow that was the sole cause of the delays! What utter drivel. We pay a great deal for the privilege of standing in these queues and using airports, it is part of your airline ticket cost. We also pay Airport Passenger Duty and massive amounts for parking our cars. It is surely time for a change and airports to be held to account. Chief Executives have received massive bonuses for laying off too many staff and failing to re-recruit them when demand increased. Add to all that the fact that automatic walkways between terminals are all non-functional the place is awful.",1.0
21,"This is by far the worst experience at an airport i’ve ever had. I have lived all over the United States, visited countless countries experiencing their airports - however this was a joke. Arriving 3hrs 45min early, narrowly making it to the gate with a 5 minute window after they had already begun boarding. I was in a check-in queue for over 1:30hours and a security line of 2hours 5minutes. I have never experienced such pathetic and incompetent staff members, along with such a disorganized system of movement. Security queues made us wait in check in lines, with a 1:20hour wait before we even saw anything regarding security, where we were made to queue once more for almost an hour. From there, they told me that they were no longer prioritizing flights, leaving many many people to realize how late they were going to be for the flights they were about to miss.",1.0
22,"Just picked my brother and his family up from Manchester Airport, Terminal 3. Expensive parking, poor directions and indifferent staff. Added to the fact that my brother's luggage has gone missing (2 Large bags) and everything delayed. I am a proud Mancunian who is thoroughly ashamed of this awful, money grabbing airport. Andy Burnham should hang his head, good talker! Waste of space. 10 out of 10 for Liverpool airport though, a pleasure to use, so why can't Manchester get it right? Avoid it if you can.",1.0
23,"The worst airport I have ever used, an hour to check bags, 2 hours to get through security and now my flights delayed by over 2 hrs due to ground staff shortage.",1.0
24,"I travelled from Manchester airport on 4 June and despite the huge queues all the security staff were friendly, polite and helpful. I compliment them for their professionalism. In the wake of all the bad publicity, the staff must be praised for their professional, friendly and efficient manner in which they facilitated the flow of passengers through security. From stepping through the airport doorway at 3.30 am and into the lounge took 40 mins. A big thank you to all. Yes, there are large numbers of people and insufficient staff, but let’s not pillory those trying to do the best they can, in the circumstances.",7.0
25,"I have travelled from Manchester airport today (3rd June) with Jet2 and must complement the airline and airport staff for their exemplary service. In the wake of all the bad publicity they have experienced over the past few days I feel they should be praised for their professional, friendly and efficient manner in which they facilitated the flow of passengers through check-in, security and on-board the flight. From stepping through the airport doorway and onto the departure lounge it took one hour. Our flight was delayed by 15 mins of the original scheduled time and we arrived at our destination 10 mins later than planned. Our passage through Malaga airport was smooth and efficient. A big well done and thank you to all.",10.0
26,"I was at the Manchester airport yesterday, I needed to wrap up 9 large boxes. The lady in terminal 1 wrapping shop was fantastic as well as the security and the Wizzair staff even helped with my customs issue. I thought I'd miss the flight but they all made sure all ran smoothly and I made it. Fantastic . Also the parking marshal I met whilst waiting for the boxes, so helpful, not just helping me but I watched how he went out of his way to help other.",10.0
27,"This place has not a single saving grace about it and is more geared to gouging money out of travellers at every opportunity than to giving customers any sort of good experience. Pay here, pay there, pay everywhere, bad staff who seem hopelessly undertrained, uncomfortable seating areas, poor overpriced franchises, and queues everywhere. A lot of it is owned by the local councils around Manchester who doubtless want their pound of flesh out of it but regardless this is one of if not the worst airport I ever travel through and I've done many. Hang your heads in shame.",1.0
28,An utter shambles. An embarrassment to the City of Manchester. How long before they get their staffing sorted and provide a decent service. Time for heads to roll in the senior management.,1.0
29,"We stayed locally so that we could be early for 11am. Aer Lingus MCO flight. I had booked special assistance for my wife. Arrival 6.55 - already checked in so went to assistance desk. Told to go and drop off luggage. Went to bag drop. Not available so joined check in queue. Others using bag drop (with help from agent), rejoined bag drop only to be told to go for bag tags away from there. Eventually went back to assistance. Told 2 hours until someone would be available to push wheelchair. Told me that I could do the pushing if I wished. Mentioned FastTrack to agent. Forget it and get in regular (very long) queue. Did so and eventually moved towards the barriers for security. Tannoy called people forward with earlier flights. Airport agent said people were going through whose flights were later and that he had no authority to stop them. No managers around apparently. We then entered a corridor for quite some time. Eventually we arrived at security and hand baggage check. This took some time and we were faced with going through an empty duty free area. Oh, I forgot - we were now at 11.40am. On leaving there, we could see the Aer Lingus aircraft on stand so I started to run - 77 years of age! We were going nicely and then - thank you MAN - my knee collapsed. We made it - me hobbling - to the final stretch where we were met by ground staff. Last two on plane. Left stand 11.54am. Almost 5 hours to get through! Do Airport Assist provide the service? - not in our case, of course. If so, Orlando Airport were 5 star. Listed as Airport Assist also. Absolutely no comparison- arriving or departing. Returning to MAN - wheelchair - I pushed my wife again! Two areas 1) Manchester Airport- reactive not proactive 2) Airport Assist - kind of them to provide a wheelchair and nothing else. I have always urged friends to travel through our ""local gateway to the world"", I couldn’t do that anymore. A disgrace and embarrassing for the North. 8.15 by now.",2.0
30,Flight delayed by 3 hours. No one at Manchester cares. Now missed my connection and stuck in Qatar airport for 24 hours. Thank you Manchester airport.,1.0
31,Absolutely disgusting place. I am ashamed to be a Manc. This place gives Manchester a bad name. Flight delayed and then sat on the plane because no ground staff to off load luggage from flight. The airport is employing kids who have no clue what’s going on. The pilot on our flight has just said that currently Manchester airport is the worst airport!! I will make sure that I look to use another airport in future. No food in the shops and the queues were just a joke.,1.0
32,"Other reviews say this airport is unfit for purpose. It is not. All the problems with the airport are the result of deliberate management decisions. This was a departure from Terminal 2 on Qatar Airways to Doha. It was in late April, not during school holidays or at any other peak time. The queue for security was appalling. I travel a lot in Asia, Australasia and Europe, and I've never seen queues like this. You can pay an extra fee for ""fast track"", which brings queues down to a level similar to what one would expect in a normal airport. The airport's management has chosen to deliberately slow the main security queue in order to force people to pay the ""fast track"" fee. This policy is obviously deliberate. There was a queue snaking through the check-in hall, just to get into the security queue. There were well over 1000 people in the queue in the check-in hall when I was there, yet when we finally got into the security hall, less than half of the security gates were open. My understanding from speaking to other people is that this is normal. This clearly isn't accidental understaffing because of a one-off Covid crisis: it's obviously deliberate policy to lengthen the queues for the plebs who don't pay for ""fast track"", so that the airport can maximise revenues from people paying the ""fast track"" ransom. This cynical behaviour continues when you finally make it through security. After the enormous queue for security, we were pushed for time to get to our gate. We followed the signs for ""all gates"", which took us through an endless line of shops. We went up and down stairs. And eventually, we came out....into the security hall. To get to our gate quickly, it would be best to turn left out the security hall. But no. Everyone using those gates is forced to turn right and walk for more than ten minutes through shops they have no time to stop at, and then loop back to the security hall, walk through it, and then walk in the opposite direction to get to the gate. Honestly, I found this systemically-cynical management disgusting. It's clear that Manchester airport holds its passengers in contempt. It clearly doesn't have much time for the airlines, whose flights are delayed by the security failings, or for the shops, who are losing business because passengers don't have time to stop and spend money after standing for hours in unnecessary queues. So, whatever sort of customer you are - a passenger, an airline, or a shop operator - this airport does not care about you. I am flying to Britain again later this year. I'll be travelling to Blackpool. But I think I will add an hour of driving to my journey, and fly into and out of Birmingham. Manchester doesn't deserve my custom.",1.0
33,"We arrived late yesterday afternoon from Porto. Going through passport control was quick and well managed. However the collection of our luggage was a complete shambles. Never before have I witnessed passengers asleep whilst waiting for luggage! Poor parents were at their wits end trying to entertain children and also trying to keep them safe and away from the luggage belt that was just going round and round. The frustrating part was there wasn’t a single member of staff to be seen nor was there a single announcement. Don’t tell me there was nobody that should have been overseeing that chaos, the management needs serious attention for allowing a situation like that to manage itself. We waited over 2 hours for our luggage to arrive on the belt, longer than the flight to get there!",3.0
34,"It’s plainly evident that the airport cannot handle the passenger numbers going through it. Terminal 3 experience today was a shambles and not for the first time. Check in queues, horrific, Security queues, horrific. Lounges, nowhere near enough seating and restaurants can’t cope. People sat around on stairs lying on floors. They should not be allowed to have the airline traffic if they cannot provide the services that are required to go with it. Absolute disgrace of an airport.",1.0
35,"We landed at 07.15 nice and early, we were then sat waiting for airport staff to move gantry to plane Which took 25 minutes. Then we had a mile walk to passport control, when we arrived no staff working, it took 1 hour and 15 mins To clear passport control. Then we arrived at baggage collection the turntable was turning but not one case had been removed from the plane. We waited a further 35 minutes before the first case came onto the turntable. This airport is definitely not fit for purpose I will in future avoid at all cost. Airport parking is very expensive, and a minimum charge of £6.00 to drop/collect passengers. It just a big rip off airport.",1.0
36,"Travelling through Manchester airport is challenging at the best of times. The Airport suffers from a lack of investment and poor management which culminates in an environment that is unhealthy and over-commercialised. The challenge is that they lack high-value flights, and instead rely on a roster filled with budget airlines. These slots are low value, meaning that revenues have to be found (or costs saved) elsewhere. This means a very poor security experience - painfully slow even prior to COVID - and a post-security experience that's focused on wringing as much money from you as possible. Parking is extortionate, the only way to get through security with a modicum of speed is by paying extra for fast track, and if you want any level of sanctuary on your journey then you'll have to pay for a lounge. The Escape lounge is just a bar and low-value buffet that you pay entry to. Expect it to be filled with hen-parties and stag-do's, and the air filled with screeching and screaming and the smell of warm orange juice. If you're on one of the few premium flights then don't expect any luxury to start before you board the plane. Flying Emirates first class? Welcome to a confusing boarding process that means you're hemmed in with hundreds of people in a boarding area that would be looked down upon by a breakaway Soviet republic. The best part of Manchester airport is stepping off the airbridge and knowing that it will be another two weeks before you have to suffer it again. Landing in Manchester is no better - long queues, a baggage process that operates like a sloth, and your first toilet trip upon landing in the UK will be within a room that somehow manages to look dirty even after it's been cleaned. It's deeply painful that tourists travelling to our fair city have that as their first experience. The management team at Manchester Airport make out as if running a regional-ish airport is the toughest job in the World. If there's one thing they're good at it's blaming others but if they were to go through the living hell that is their own airport, and travel to places like Dublin or Boston, they would marvel at how it can be done.",2.0
37,"For an International Airport truly shocking. Long lines, rude security staff, delayed baggage and the overall experience not pleasant. T2 arrivals was the worst, lots of building work! I would avoid flying in and out of this airport if I had an option.",2.0
38,Worst airport ever. 2 hours of queuing for security. Rude staff that throw away all the small bottles of liquid that do not fit in a small bag and no control of passport. Totally wrong priorities at security level.,10.0
39,"I just wanted to do a special mention for a member of staff by the name of Melissa. She was by far the most helpful member of staff I have ever come across at an airport. Due to an issue with my diabetic medication and baggage I had to check in a bag and she took me to where I needed to go and stayed with me the whole time, keeping me calm. She was an absolute angel and there should be more like her. The rest of the staff at security were also very kind but Melissa stood out by a mile. I will be forever grateful to her.",10.0
40,"I'm surprised this airport is given 2/10! For me it's 0 in every category & they're lucky to get that! Dark, old, small and dirty terminals with no wifi and terribly demotivated, rude and unprofessional staff. Whether it's at the entrance, check-in, immigration, baggage handling or along the concourses, the staff need to be re-trained with immediate effect! They've been arrogant and uncooperative for years and it just isn't good enough! As a British person seeing how the staff treat/speak to visitors is quite frankly an embarrassment to the UK! Many of them get to visit England for the first time in their lives and they're met with patronising and sarcastic comments/attitudes. Disgraceful!",1.0
41,"The jewel of the North it isn't, flew through T3 which has only just opened post COVID, having seen all the hype on the media about how awful queues where I left enough time to get to the airport and get through security. T3 is so old and outdated, very lacking in seating and options for eating, I had to perch on a bin to enjoy my boots meal deal, but what shocked me more than anything was the blatant rudeness of the staff at security, barking orders at passengers, what happened to northerners are friendly? I'll just take the train up next time it's not worth the hassle",3.0
42,"Would give 0 rating if allowed. Elderly parents and relative, all aged 70+ arrived at T2 on 25th April. 2 other flights landed either side of their flight. They had to wait over 2 hours due to no trolleys being available to transport luggage, all they required was 1 trolley. Flight landed at 14.30 whilst they met us at 16.45. To add insult to injury, was charged (robbed) £30 for a stay lasting 2 hours 4 minutes. Airport is riddled with well documented problems, heads must toll. Brand shiny new terminal but no trollies, lack of staff and humongous security and passport control queues. Bring your own trolley if arriving at Manchester airport. Or as I will be doing, boycotting travelling via Manchester airport until they sort this self inflicted problems and mess out.",1.0
43,"I arrived at MAN in October 2921 before covid restrictions were eased so not busy and got through paspport and baggage inside 20 mins. Now it appears it's horrendous and the airport seem to always blame staff shortages but this is not accurate. My son worked there on security staff, he left after a few months because the organisation and management was absolutely abysmal. Organisation was so bad they didn't know what he could do although he has passed through training, every time he checked in he had no idea which area he was going to work in and when he finally was allocated to an area he joined other staff who were hanging around also not being allocated jobs to do. He was so bored and de-motivated he followed many others out.",1.0
44,"We also waited hours for bag collection etc but they blame this on covid and staffing. My issues are why do the walkways between the terminals never work? I've flown 3 times and we use the meet and greet in another terminal and we have to walk 15 mins with kids and bags, can they not get them repaired? I can understand one or 2 not working but all of them? What about the tramps sleeping in sleeping bags at the train station terminal? What about the WIFI not working on arrival despite large signs telling us to use it. What about the dirty broken toilets on arrival near luggage collection?",2.0
45,"Flight due to fly at 22.05. We arrived at security at 18.30. Queued until 21.45. Two security desks open. No staff, lots of arguments, people fainting, children crying. Staff working were totally overwhelmed and anxious. Two walked out crying. Both men. All passenger flights missed or delayed. We eventually flew at 11.45 pm.",1.0
46,"We arrived at 4.30 in the morning over two and a half hours early, the queue for passport control was horrendous, we waited in that queue for nearly two hours then when we got through to security there were only three out of ten security stations open. We were pulled from the queue about 15 minutes before we were due to fly, our flight was due to leave at 7.15 at 7.10 we got our bags through security and then had to run for our plane, we were the last to board and don’t know how many people missed their planes. Not enough staff and tempers were rising on both sides the longer people had to wait, when we returned to Manchester we started to queue for passport control in the corridor and took nearly an hour to get through. Hope it’s sorted for summer!",2.0
47,"Complete chaos at security. First they didn't provide enough security staff, then they sell you a fast track ticket so you can bypass the queue which was caused by the airport management themselves by not employing enough screening officers. De facto sanctioning their own mismanagement.",1.0
48,"What a shambles; it took forever to get through security because only 3 lines were open. Limited staff working in the airport. Our flight was delayed and we received no information- according to the airline, there was insufficient staff to allocate the plane a parking spot to embark; then not enough staff to process the embarkation of the flight. We took off 3 hour late and zero information was posted on the departure board. It’s not a surprise that travelling will increase, so get more staff.",2.0
49,"Landed at 3pm and sat on the runway till 3.55pm because there was no staff to bring the steps over. The staff on board the flight explained its every visit to MCR now. Got through passport control in a breeze then waited 1.5 hrs for the bags to reach the belt. Another flight had been waiting almost 4 hrs to collect their bags. No staff to ask questions to no staff to explain what's going on and strangely no staff at the declare/nothing to declare, all in all approximately 2.5hrs from landing to collecting our bags.",1.0
50,"Worst airport I've ever experienced, and that's after 20+ years of travelling the world. Absolute disgrace. Queued for for nearly 2.5 hrs with (2) children to get airside through security. Ashamed to say at the end of it had to cut the Q and get bolshy to get the situation solved. Luckily our flight was held 60mins, we made it with minutes to spare. According to crew we left 30+ people behind in the terminal. Staff are clearly demoralised, not their fault. But this has to stop. It's like a 3rd world country. Probably 1500+ people crammed into a tiny space trying to use 2 available security carousels. It would be funny if it wasn't so embarrassing and costly. Never again via Manchester. The whole organisation should be ashamed of itself.",1.0
51,You pay for fast track only to find everyone else pushes into that queue. Waiting time for security is horrendous. The only positive is the staff who were very pleasant but were under a lot of pressure. Some passengers were extremely rude to staff who don’t deserve it. Please employ more staff for a better customer experience. Manchester airport you are letting yourself down.,3.0
52,"Absolutely appalling. Stood in queues for two hours to get airside. I travel all over the world for my work, predominantly Africa and Asia and I can genuinely say this is repeatedly the worst managed airport I have experienced.",2.0
53,Absolutely horrible airport now. Last time we used it it was so easy. Ignorant staff and no organisation whatsoever. Horrible security staff. He had no consideration for customers. People missed their flights. I understand there may be staffing issues due to recent events but there is no need for customers to be treated so appallingly.,1.0
54,"I will not be using this airport any more. Its complete chaos, not sure who the CEO is but he/she needs to go! Cues for check in where so long they were leading into the walkway from Terminal 1 to terminal 2. The travellators in the connection walk-way not working either on the way there or the way back. Cues for security were out the door! Even with fast track it took far to long. Unfortunately, each time I have used this airport I tell myself I will never use it again. but this time has to be the last straw. Read a release on my holiday saying they had more people arrive at the airport then expected. How is this possible, and then then a simple ""sorry"" for the delays with security. I personally don't think this is good enough and will show with my feet by using a different airport next time I fly. Dropping someone off costs £5, you have to pay for a trolley for your baggage! Don't fall into the trap of thinking it is convenient to where you live. Its badly run and not a good start to any journey, be it for business or pleasure.",1.0
55,"This is the worst airport in the world. I am reasonably well travelled and have never experienced anything like it. The airport security staff all need to go on customer service skills training. They are rude and ignorant, barking orders. On my last ordeal I was reduced to tears. I have a pacemaker so was advised by my consultant to not go through the scanner. I showed my pacemaker card to a female security guard who let me through and then used a paddle to pat me down. Not satisfied with that she then frisked me. She then said she would need to swab me. Then in full view of everybody asked me to lift my jumper whilst she put the swab down the front of my jeans. I felt violated.",1.0
56,"5 March departing for Cape Verde with Tui we were in a line waiting for check that went back as far as T1 from T2. We finally reached the front after 90 minutes, to find there were no face to face check in staff only Self Check in with very few members if staff to help One staff member took our passports from us and ran off somewhere with them, we could not see him and it was very worrying. He had gone to put them through a scanner but did not tell us that was what he was doing. Security wasn`t as bad to get through, however they are shunting trays containing personal valuable possessions out of the security scanner and onto the conveyor belt at a rate of knots, and those possessions are exposed because they are not letting the people through the scanner fast enough to keep up with the baggage check - very worrying. 17 March return journey from Cape Verde with Tui, flight not showing on internet search. Even the Tui rep could not get any information. We were told that it would be delayed by at least two hours due to problems at Manchester Airport. Through social media we did find out that it was due to staff problems trying to deal with volume of passengers. When we finally boarded, Tui announced that Manchester Airport had been unable to load new stocks of foods and beverages, so there was extremely limited availability for a 6 hour flight. Would I use Manchester airport again ? Absolutely no.",1.0
57,I’m a frequent flyer with several airlines I live in Manchester and I have to agree that it is the worst airport in the world. Security today was 2hrs (priority fast track). Many stressed people missing flights! People crying and 1 minor scuffle. I made my flight my seconds but hundreds not so lucky! This is 2022 Manchester Airport simply not good enough! In fact a complete disgrace.,1.0
58,"This airport is shambolic. I have been in many, many airports in cities around the world and this is comfortably the worst one. Organization is dreadful, airport is well outdated and grubby. One of the worst aspects is queueing for security on departure where you are constantly being barked at by staff and immigration / passport on arrival. Its such a shame that people in NW England have little alternative than to use this shambles of a 3rd world airport.",3.0
