,review,score
15,Security staff has very bad attitude problems. It is chaos everywhere. The staff does not have adequate English skills. There is not enough equipment for security checks. It is a very bad overall experience.,1.0
16,"International arrivals immigration chaotic, disorganised, massive queues, half the channels closed, takes 5 minutes for each traveller to be processed. Some people ignored the lines and just jumped the queue - disgusting, officials just ignored it. Waited 90 mins to get through, complete nightmare. Will never fly into this place again, will definitely use Suvarnabhumi.",2.0
17,Considering tourism is one of Thailand’s main exports then I’m amazed to find such a low quality airport as Don Muang. Had to spend 3 hours here waiting for our connecting flight to Singapore. The airport seems run down with very little restaurant or bar offering. Amazing in a world where countries compete giving their guests an excellent service. Thailand is a lovely country but unfortunately we have to come thru an airport like Don Muang.,2.0
18,"I travel a lot and this is just the most horrible airport I had to depart. You have to be very careful as checking in , passing immigration and gettng your luggage sceened can take 4 hours and in very crowded queues!",2.0
19,"The airport is not as big as the BKK so is easier and faster to get around. It was clean, with some shops and a lot of light. Prices weren't expensive and had a good air-conditioning.",10.0
20,"The worst airport I have ever passed through, arriving in Don Muang after mignight with a late flight. Huge queue of upset tourists waiting for passing immigration, 70% of the counters are close which make our waiting time about 2h15min, that is so shameful. Even Indian airports are better organized at night, it used to be good 5/6 years ago.",3.0
21,"I was not pleased with the chaos of this airport. People were lined up in a bizarre pattern that extended beyond the normal ropes and some people in line were not going to the same places and thus started some uncomfortable banter between them. When I wanted to exchange my money, they only had very large bills when I requested for smaller, since I believe it is unsafe and impractical to have only large bills during travel. You should buy the baggage (suitcase) services no matter what since I got charged 2400 bhat for mine even though it was not over 10kg.",2.0
22,"What a terrible experience! Landed in Don Muang 20 minutes ahead of schedule (domestic flight) and the whole lot of passengers had to wait over 45 minutes for baggage to be delivered. When asked, Thai Lion Air couldn't really be bothered. Then a chap took my bag instead of his, luckily he realised his mistake while jumping in a cab. Was a hassle to get back inside the baggage area to get my bag. I wasted almost 2 hours, not happy.",4.0
23,"One of the worst airports to fly in and out of, and I fly a lot. Especially international arrival which is always a nightmare. Staff tell people where to queue up for immigration, then promptly closes a desk and yells at people to merge queues. I got moved twice and others who arrived after me go through customs long before me. And then you get to the queue for the taxis, which often takes at least 30 mins of waiting. BKK is a much better experience than DMK, so if you have the choice go for BKK.",4.0
24,"This is hands down the worst airport to visit (and I visit a lot of them, this one is even worse than KLIA despite that one not allowing solo travellers to bring their luggage to the toilet). At least this time the immigration queues were manageable but they do not even have an ATM in the departure lounge! How are we supposed to know this in advance? I needed to take out US dollars to pay for the visa in the next country and it was impossible without me leaving the departure terminal - which I did not have time to do. Nothing ever works smoothly here (and no this wasn’t convenient to do before departure to Bangkok).",1.0
25,After reading all of the negative reviews about this airport I left my hotel near Hua Lamphong (25 kilometers away) at 3.20am for a 6.40am international flight to Vietnam. Maybe I was really lucky but I was at the boarding gate at 4.15am.,9.0
26,"Departing on an international flight from this airport is almost a nightmare come true. Pandemonium, failing air conditioners, not enough seats. The place is a mess. Arriving here is a bit less chaotic and certainly less painful. Smiles seem to have been left out front somewhere. No one seems happy to be here, and that includes the staff and the the flyers.",2.0
27,Worst airport ever. Every single time I have come to this airport I had worst experience. Staff are really unprofessional. Full of attitude. Talking so arrogantly. No assistance for people with children. I am never ever ever going to come this country ever again. Staff doesn’t know how to talk to customers. Ruined my entire journey.,1.0
28,"Arrival surprisingly good although I did manage to walk fast so entered security ahead of a large bunch of incoming Chinese hence a very fast admission to the country. The airport was generally clean in the main arrivals area and I used some of the excellent services in the nearby domestic arrivals zone. Departure was significantly more disappointing with a good 500 minimum people trying to queue outside of the immigration area. The queue was slightly haphazard and it took one hour to arrive at the passport exit control area (all passport controls were open and the staff were working efficiently and friendly). Another 30 minute queue for security which was not helped by the overtly noisy mannerisms of one staff member who enjoyed shouting out the phrase ""one by one"" in a very demeaning and unprofessional way. Apart from that and very busy with Chinese queuing for their VAT refund it was generally okay.",6.0
29,"Functional airport, busy, efficient. Shopping OK enough to get food and drinks. Security scan in domestic is a joke, gel, liquid to be passed. No more smoking rooms in domestic terminal. Shame.",7.0
30,"Bangkok Don Muang is a weird contradiction - huge empty spaces, with the functions of the airport jammed into congested corners. Check-in with Air Asia in early evening was a joke. Huge numbers of passengers in chaotic queues with many unmanned desks available. What is the point of checking in online only to have to queue 1.5 hours to drop your bag? Immigration and Security was a similar shambles with little queue management and not enough staff to manage the volume of passengers. Poor and over priced eating options in the departure area and the place could use a good clean. Arrivals experience was better apart from the lengthy walk. A few minutes wait in Immigration and no delay in the baggage hall - and miraculously no queues for taxis. Reminds me more of a very large, poorly organised bus station, rather than an airport.",3.0
31,"Cleanliness much to be desired. Slow Check-in. Baggage check staff busy laughing and chatting rather than processing the queue in an efficient and fast manner. Ventilation in smoking area is broken, it's like entering a furnace chimney. No outlets available anywhere. Good luck if you're low on battery. One of the most visited countries in the world, competing for the worst airport experience possible. They couldn't care less about negative reviews, it won't stop tourists from flowing in.",1.0
32,"After 4 arrivals at DMK airport in the last few months, the immigration queues were chaotic with long lines. Completely understaffed and poorly managed. Baggage claim was a complete mess. AOT is usually very good with streamlining lines and speeding processes. Adding 10-15 more immigration officers should reduce the long queues.",5.0
33,"Basically the same experience as Abe Sumio on the same day. 1.5+ hour long wait with only 2 lanes open (out of 10) while a number of staff members stood at the back throughout this time socialising (with occasional interruptions to tell the front of the queue where to stand). The problem is not lack of staff, it is that a number of them are not doing anything. There are manned queues which are empty majority of the time which no one bothering to redirect the foreigner queues to them.",1.0
34,"Absolute disaster getting through the immigration queue - multiple hours long, including over an hour from the point at which a sign proclaims 15 minutes waiting time. Multiply the stated waiting times by 4. This airport is thoroughly disorganized - basically total chaos. Nowhere near enough immigration officers for the foreigners queue, and the immigration officers that are present are exceedingly slow, as if they are mentally challenged. Flying into this airport should be avoided at all costs - it's so pathetically bad, words cannot really describe it.",1.0
35,Terrible immigration experience; going through customs took nearly 1h30min. With few hundred travellers queuing there was only one immigration booth open for the entire duration of the wait. This was for ASEAN queue but the “foreigner” wasn’t much better with a queue of approx 45-60min.,1.0
36,"I have travelled in and out of Don Muang airport at least 20 times. Maybe twice I have had a reasonably quick arrival or departure experience, every other time it is chaotic. Definitely ranks as one of the busiest airports and not a good place to be. If you can avoid it at all costs, unless you can get a flight in or out when its in a quiet patch. Anybody that reviews it and says its good either a) Doesn't travel through here much or b) Is being paid to write good things or c) Lucked out in a quiet patch or d) You are Thai in which you have eGate and its quick. Come on Thailand, you're not doing visitors to your country a good service by having such appalling airport facilities. Staff are just overworked and unhappy, open more kiosks, look after your guests, land of smiles right?",2.0
37,"DMK is pretty much a hot mess. From the lack of public transit options for getting to and from, to the atrociously long lines at immigration, I will gladly pay for a more expensive flight just to avoid DMK. I realize that much of immigration is based on flight arrival times, but DMK was chaotic, as compared to BKK at. a similar time (1.30pm). We were through BKK and to Sukhimvit is about 1 hour, even with luggage pickup, compared to 2.5 hours at DMK, with only carryons. Never again.",3.0
38,"This review is solely relating to the domestic terminal. This is an excellent terminal, everything works, power sockets, numerous shops and restaurants, efficient AC and, despite being busy there were plenty of seats. One issue - flight announcements. Not only are they too loud and frequent but the Thai is generally spoken too fast and the English is poor (hey-this is Thailand). The announcements from Air Asia were also made in a similar fashion in the long (400m) corridor on the approach to the gate waiting areas, pointless and noisy!",8.0
39,"This airport still suffers from problems of painfully long immigration queues caused primarily by a lack of immigration officers. Also there seems to be a lack of controls on queues at Don Muang Airport meaning some devious people can cut in line. What is also annoying is the fact there are plenty of lanes open for passengers from ASEAN countries and Thai Nationals that are staffed with hardly any queue at all yet they never offer non-ASEAN or Thai passengers the chance to use these lanes during busy times. In the departures lounge there is a decent array of shopping and eating options which does somewhat help alleviate the pain of immigration and security at this airport. However many departure gates are overcrowded with insufficient seating and often passengers need to be bused out to the plane across the tarmac, which in my case took about 10 minutes because we had to travel right across the airport concourse. I therefore advise people to be very wary about using this airport especially during a major Chinese Holiday when there is a huge influx of Chinese visitors. If you have any issues with anger management, stress or anxiety then definitely don't use this airport.",3.0
40,"I went through the visa on arrival process as an tourist, it took me more than two hours at the end. The attitude of the girl at the immigration is unacceptable, she laughs at you once she found you made a small mistake and shouted if you could not understand her poor English. She would ask you to rebook the connecting ticket if your receipt was not in English! Deliberately made troubles with your address. You need to queue 3-4 times to get out. I would say this is my worst experience in the airport. There’s no way to make a complaint! Made a very bad first impression of Thailand!",1.0
41,Had to queue for over 3 hours to get a stamp for visa free arrival. No order whatsoever and with more planes arriving the queue was only getting worse. I will never arrive at this airport again. However in saying that apparently the other International airport has also been experiencing issues. Not great for tourism at all.,1.0
42,"The flight landed into Bangkok Don Muang at 1:20am on Sunday 6 August 2017, but my son did not pass through the immigration quques and exit into the greeting area until 5:30am. That was nearly a 4 hour queue at the immigration desk, along with hundreds (thousands) more other frustrated passengers. The Airport Authority of Thailand only refer to a hitch on a couple of days prior to this, on Friday and Saturday, but the situation continued on Sunday as well. Soon after my son landed there were another 6 scheduled flights to land within the next hour, and from the Arrivals Board they were arriving pretty much on time - meaning the queues would get a lot worse and they would probably experience a 5-hour queue wait. It was a bad experience and it will definitely put people off travelling through Don Muang and probably from travelling to Thailand as well.",1.0
43,"Bangkok Don Mueang immigration is a total mess unworthy of an international airport. I used this airport several times for flights in Thailand and where I do not have to go through immigration on the way back, that was OK. But last time I came back from Singapore late in the evening, and I had to wait more than 2h30 in a completely disorganized queue to go through immigration. And now I hear that a few days later, the situation was even worse! Looks like both the airport authorities and immigration do not care about this situation. If they want to retain the status of ""international airport"", they need to increase the capacity for dealing with foreign passagers at immigration and organize the queue system like in Suvarnabhumi. In Suvarnabhumi the queues at immigration can sometimes seem impressive, but once you are in the queue, things progress steadily and in a well organized manner. And the immigration officers are efficient and professional. In Don Mueang, it's ""dog eat dog"" with people trying to cut the queue and switching queues to gain, especially once the big mainland Chinese travel groups arrive. And most officers at immigration do not care at all about the mess. Only 1 in 2 counters were open, but there seemed to be a number of officers available behind. So why don't they open more counters when there is such a mess? The excuse for the 4 hours wait last Friday apparently is 4 late arriving planes. They say they can only deal with 1000 foreign passengers in one hour. Four planes in Don Mueang, that's at best 600-800 passengers. This situation is most probably very detrimental to tourism in Thailand, a country that really needs it's tourism industry. Elsewhere, something like this happens, heads will start to roll. An arrival area such as this does not give a good impression of Thailand and certainly does not provide the feeling that you are arriving in a developed country which cares about the tourists bringing money into the country. Bottom line, next time I will plan a trip out of Thailand and back, I might still leave from Don Mueang as my wife lives close by, but I will definitely book a flight back to Suvarnabhumi where immigration works. Sorry Air Asia, but there are competitors that fly to Suvarnabhumi at quite competitive prices. Arriving in Suvarnabhumi I might have had the time to go from Suvarnabhumi to Don Mueang and back at least twice during my wait at Don Mueang Immigration.",3.0
44,It was my worst experience at an airport. My flight from Bangkok Don Muang was delayed and there is no smoking room. Food and beverage prices are high and quality is bad. When I arrived the queue for immigration was very long and no one tried to manage this . Some tourists told me they waited for 3 hours.,1.0
45,"Don Muang Immigration queues - nightmare! (Arrived and departed in June). You are very likely to miss your connecting flights, if you booked a different airline. There is no co-ordination at the immigration hall. There are nowhere near enough staff to process the huge waves of people that are backlogged. There are empty immigration desks, with staff walking around in the back, not wanting to acknowledge or look at the massive lines they were not helping to process. The lines were wall to wall, super long, and not moving. They even closed desks when there were clearly like a thousand people in line. I am a very cautious planner, and had budgeted a connecting flight over 3.5 hours after landing and I still just barely made my flight. I had stood in line looking at my watch patiently for an hour. Moved about 15 people, in a line of probably 70-100 people. The immigration hall was full of a sea of people, people cutting lines, walking up and down trying to cut or see why nobody was moving forward. I even saw two immigration desks close down in the middle of the mayhem. Yet, the head honcho guy was just smiley, ignoring the very unhappy crowded lines in front of him, and just chatting up the rest of the staff at different desks that were trying to process the people. He was distracting them. After standing in line for 2 hours, going nowhere, I started getting nervous. After another 30 minutes, I had to literally beg some people at the beginning of the line to let me through, otherwise, I would miss my flight. At first they didn't want to let me through, because they had been waiting probably longer than I had and thought I was skipping all the way to the front after just arriving. I showed them the chronometer on my stopwatch which was still running which showed 2.5 hours and counting (the check-in desk for my connecting flight closes 45 mins before departure.) And they got that I had also suffered the hours of wasted time along with them. Thank you to those two families. There were no Airport staff that was willing to help with my timely predicament, even when I was able to grab someone. They spoke English, but talked to other staff, and no one knew what to do. They just said get back in line, or you have to ask the people in front. So, I did just that, without their assistance. I vowed not to go through Don Muang Airport again, if I can. No one seems to care if arriving passengers make connecting flights or not.",1.0
46,"The airport immigration is a disaster! Arrived at 12.30am and did not clear immigration until more than 5 hours later! There were no queues! It was just crowds all pushing towards a handful of open immigration counters. From the end of the crowd, you can't see which counters are open and which are not. You can only push forward until you are close to the front before you can see that the counter is closed and have to head towards the nearest next counter, pushing together with the crowd. Everybody was hot and sweaty. It was a horrendous experience. Any other country, Nepal, India are all so so much better than this. Totally hate the experience! You see people fainting, hear kids wailing. And I have to add, the immigration officers were lazing around, instead of opening more counters or managing the crowd, they just walked up and down, chatting, laughing instead of doing anything. I will never ever fly into this airport again! Totally inhumane place! Utter disgrace for Thailand!",1.0
47,"Thailand's immigration processes have never been fantastic. When the budget carriers were still running our of Suvarnabhumi, it was nothing short of mayhem, but then they reopened Bangkok Don Muang and moved the budget carriers there. At that time, provided you were not checking luggage, DMK was actually a much much quicker routine. You'd use the self service machines to check in, then just waltz on through with usually nobody in the immigration line. It suited me nicely as I was flying about once a week through Bangkok regionally. Then the flood started. Air Asia and other operators started flying jam packed flights out of China and ramped the number up quickly. It slowed things down massively. Around that time, I pulled my finger out and got myself an APEC frequent business traveler card and thus could waft through Suvarnabhumi's lines with minimal wait, so I largely gave up on Air Asia and DMK. Just last week I needed to bring the whole family and a nanny to Bangkok at short notice and I just thought I'd save a few dollars by flying Air Asia. I thought to myself, what is an extra 30 minutes line time vs $350 or so all up? How wrong I was. As expected, upon landing there were three other flights inbound from Chinese cities, all jammed full and there had obviously been no coordination between Airport ops and Immigration. When I saw this, I thought to myself, ""well, I have an APEC card, so I'll bend the rules a little and take the family through the Priority Lane"". Uh uh, no way. The entry to that lane, now has three different, ambiguous banners that basically allow anyone who is not a single male, into the line. There is some vague banner about it being acceptable for single women travelers to use this lane. Thus there were about 8 single, young ladies furiously pumping out WeChat messages with selfies to show how bad their wait was. There were no staff to help organize the lines which is always a massive fail by the airport. It took us a little over an hour to clear this stage and we could see from the regular lines, that people were waiting much longer. I would estimate up to 3 hours, but it's hard to say for sure. I believe that Thailand still has an Open Skies Policy. They talked about trying to end it in 2015, but I guess the airlines put the moz on that. Seriously, if Bangkok expects to be taken seriously as a hub, it cannot continue to operate like this. I've recently been through those old favorites of Changi, Hong Kong and even KL and they are all much better this ridiculous attempt at airport management.",3.0
48,"Arriving in Don Muang from Changi Airport, Singapore, at around 13.45 on Friday afternoon it was a scene of utter chaos and took two hours to reach the immigration desk. Having read other stories for Saturday arrivals the authorities blamed it on many planes arriving at the same time. This seems to have happened on many occasions as the same happened to a colleague of mine arriving around midnight on Saturday, another two hour scenario and in reality it now seems the norm. So too many planes are arriving at the same time constantly! Absolutely crazy! Will never use Don Muang again, no organisation whatsoever and a terrible 'first impression' for those arriving for their dream holiday here.",1.0
49,Unlike many of the other reviewers I arrived into the airport mid afternoon. My flight ironically arrived early but the chaos I observed in immigration was like nothing I had ever seen before at any airport around the world and I have travelled a lot. The hall was completely packed with passengers desperately trying to clear immigration. There was no clearly demarcated lines and no airport staff on the passenger side of the immigration desks to organize the passengers. On top of that the air con was not working and the conditions therefore hot and humid. With no organized queues many lines were not moving as too many people filtering into 1 desk. It took me nearly 3 hrs to clear immigration and that was after 1 desk opening near to me after 2 hours. Otherwise I really don't know how long it would have taken. This is clearly unacceptable. What about those families traveling with small children or elderly. Thai airport authorities need to do something about this quickly and airlines like Air Asia need to put pressure on them to do so. I won't be using this airport again in the near future and I would recommend all to avoid it until this is corrected.,1.0
50,"On 7th July, I waited for more than 3 hours with my 8 year old daughter for immigration. The worst service I have ever had. There were two counters for priority and a pregnant lady was denied to use the counter and another passenger who had to catch a flight at Suvarnabumi was also denied access for priority Lane. Very, very poor service and inhuman approach.",3.0
51,Immigration at this airport has become a disgrace. Last night we got to the terminal at 12.20am and it was after 3am before my passport was stamped after a thoroughly disorganised scrum of what felt like thousands of people but rationally I don't think it could be literally thousands. The arrivals hall was packed though and there's no queueing system for the immigration booths. I've arrived at this airport on a Friday night on Air Asia for many years originally from KL and now from HK. It was never like this late evening. Then last time in June it was quite bad with about an hour wait. Last night it was nearly three hours. Air Asia has taken to parking up at the end of the runway and using buses to get to the terminal which doesn't help but the immigration queue is worse. I took a picture of the arrival screen. Mostly AA flights. KL at 10pm and SG at 10.05pm and then nothing until 11.20pm with three flights before midnight and two between midnight and 1am. Even accounting for late arrivals nothing explains the bedlam and delays at immigration. Seems my experience is not isolated. Proper queueing system like at BKK and a full set of counter at peak times like Friday night. It's clear this problem has escalated out of control at this airport now. After expecting to be in Silom by midnight I eventually got to bed at 4am. Nothing is worth this experience Air Asia. Not schedule. Not price. You will lose your international business if you cannot do basic management of your airport partners and you will deserve it.,1.0
52,"Terrible long immigration queues, waiting for 3 hours, there are no proper lanes, very poor air-conditioning, there are hardly any places to sit and no shops to buy refreshments. Also many families with small kids have to wait all the time. Avoid coming late in the evening.",1.0
53,"Disorganized, poor management and very long queue of 3 hours at immigration counter at arrival hall in Bangkok Don Muang airport. No clear parition of lanes, a lot of tourist especially those came later have to cut the queues. A lot of frustation of waiting for 3 hours. Airport staff doing nothing to solve the problem or lessen the queueing time. Definitely not going to visit again.",1.0
54,"This airport has one of the best locations, with a shuttle bus from the airport to Bangkok City which only takes around 20 mins and nothing more. Arrival: upon my arrival, there was a very long queue at the passport control and without queuing control, it was a mess and many people didn't know which line to queue up in. It took me around 1 hour to get past this passport area. Departure: it was absolute nightmare, it was all about testing my patience of queuing up. My flight was at 5.20pm to Hong Kong and I arrived at the airport at 1.30pm. Firstly, I queue up at the VAT refund office to get my refund forms stamped, that took me 20 mins. Then, there was baggage check with another long queue. This baggage check took 30 mins, and then queuing up for 1 hour for the check in counter. After getting into the restricted area, we needed to queue up for around 30mins for the passport control, again. Now the last bit of queuing up was at the VAT refund counter, that took me a good 30mins. An important recommendation to all travellers who are departing from this airport: they recommended we arrived at the airport 3hrs before flight time, but I'd say to be on the safe side, allow yourself 4hrs.",2.0
55,"My first time arriving into Bangkok Don Muang took me 1 hour to queue through immigration. Last night it took me 2 hours. It would have taken me longer if a staff member was not yelled at by a Chinese tourist after complaining about the wait time. She then opened up another counter. I'm not sure if it's because I landed late in the evening at 11.15 pm, but they really need to do something to fix the lack of organisation. You realise all two lines merge into one when you finally wait one hour and you see the counter a few yards away. This is a major part of the problem, no one foresees this when you pick a queue upon landing with hundreds of people already waiting. Tons of people arrive in the evening yet they are understaffed. The queue for visa on arrival literally processed hundreds of tourists at a much quicker rate than the rest of us 'foreign' tourists. There was also no clear Asean line either for regional visitors. This really makes Bangkok look bad upon arrival. They need to learn how to process people quickly and efficiently just like its other airport, Suvarnabhumi. Right now this is the worst immigration wait time I've experienced in the world, and I do a lot of travelling. The airport is dim too, which does not offer a warm welcome during a two hour wait.",2.0
56,"I flew out of DMK on 9 June and flew into DMK on 18 June. Both flights were in the evenings. The immigration queue leaving BKK had around 35-40 people. The queues arriving into BKK were much longer and had many tour groups. The tour leaders somewhat kept things under control but it was clear some tour members were confused at which queues are applicable to them. There are dedicated queues for nationals from ASEAN countries but do not seem like these were properly enforced. There was also a queue for Priority/Diplomatic but while there were people some 5-6 people in the queue, the rope railing behind them was up and sealed the lane which created confusion for those wishing to join this lane. Resources seem limited and the officials worked hard to clear the crowds. In the departure area, there are several food options including MacDonald's, Subway, Fuji and Starbucks.",4.0
57,"I fly Air Asia regularly from Nakhon Phanom to Bangkok Don Muang and will be flying again on April 12 returning April 16 with my wife. During the past 6 months I have travelled, they are now using the congested gates 72 to 76 which require bus transportation to the aircraft. Similarly arrival times are now much longer because of the useage of bus transportation. What was the point of the terminal upgrade only to go back to the era a decade ago using buses. Why are we being forced to use outdated and out moded boarding and arrival facilities when there are ample boarding lounges with air bridges?",2.0
58,The catering facilities are poor at this airport to say it is an international airport. There are hardly any tables for McDonald's and Subway so the whole area is chaotic. Needs upgrading urgently. When you get your food (which takes forever) don't even think of finding a table.,3.0
59,Don Muang (DMK) is the older and smaller airport in Bangkok compared to Suvarnabhumi. It is closer to the city centre and is mainly used for domestic flights and regional flights on low cost carriers. The clear advantage is the shorter trek between security clearance and the boarding gates. The security clearance at DMK for departures were conducted quickly and I was in the transit area within 30mins of arriving at the airport. The security clearance while exiting Bangkok seems to be a lot quicker in DMK compared to Survarnabhumi and less stressful. I am enrolled in the Priority Pass programme but there is no lounges in DMK's international terminal. I understand there are lounges in the domestic terminal of DMK. There are restaurants in the passenger area including Macdonald's and Subway.,7.0
60,"Arrived at Bangkok Don Muang at 12.30 and didn't get through immigration until 3. Priority lane used by anybody, ASEAN lane also clearly used by non-ASEAN citizens. Long lines because of many arriving flights (no issues with this), but the problem was, nowhere near enough staff at immigration desks. The biggest problem of all were the hundreds of mainland Chinese, all pushing and cutting the queue, and Thai staff doing absolutely nothing about any of this. No shops to buy water. All up, abysmal. Trust me, it's worth paying a little extra to go the the main BKK airport. I personally found signage fine, but several times large groups of Chinese tourists left the queue because none of them had completed their visa on arrival procedure, which tells me the signage needs improvement too.",1.0
