,review,score
32,"The most unfriendly, disorganized, and dishonest airport I've been to. Avoid flying here at all costs. Flying in, we were updated on ""new delays"" every 10 minutes, pushing us back 45 minutes, giving us only 30 minutes to catch our connecting flight. Then, when we did arrive, Terminal 5 happened. No posted boarding gates anywhere on the scrolling screens. We told the additional security screening personnel that our connecting flight was departing in 25 minutes and were told ""Everyone has a connecting flight, stay in line."" Only after security do they post the boarding gates, which unless you're lucky and get Gates A, you have to ride an elevator down 4 floors to catch a tram to Gates B and C. After which, you have to run up 2 sets of broken escalators. When we got to our gate, they had delayed the flight by over and hour and not posted it on the boards. When I asked why, having just run through the airport, was told that ""If we put up all the delays, everyone would be angry."" Spend whatever money is necessary to avoid this airport.",1.0
33,"The airport was fairly empty and BA check in was quick. The priority security was very quick and efficient, annoyingly the gate was announced very late and was a remote stand.",7.0
34,"Nothing works and the design of the Terminal 5 is a joke. The terminal can't cope with the number of passenger of an A380. The escalators didn't work, the journey in the terminal is endless.",1.0
35,"A complete mess. On arrival we waited close to an hour in border control and another hour to collect our luggage. On our departure there was not enough charging stations and our flight was delayed by over 2 hours resulting in many missing their connecting flights. While I understand Covid has caused a lot of issues, I do expect better of an airport such as this.",4.0
36,"Terminal two is so badly disorganised. Dreadful, horrible experience. Plenty of staff at check-in standing around but doing very little. Slow inefficient beyond belief. My departure gate B42 was quite a way away for which I was prepared. What I was not prepared for was having to queue and wait as there was only one operating lift going to departure lounge. Horrid.",1.0
37,"I am curious to know why, with all the available information world wide, Terminal 5 design is not fit for purpose. A truly ghastly experience on our return. Long walks, long queues, rude immigration staff, long waits for baggage.",1.0
38,"I went with my son for a trip to London, we were kept for hours, hundreds of people stuck because the machines were not working and there was just one customs officer who took ages asking people hundreds of questions while others were kept in line. The only answer to our complaints was: ""we have very few customs officers"".",3.0
39,Security is an absolute joke. They don’t allow you to keep your items together. They give you a bag to put all liquids inside and it must be sealed. Then they pick and choose what they consider a liquid/paste. They opened my makeup bag and removed one mascara but left the other. They make you throw away anything that doesn’t fit in their provided bag.,1.0
40,"Absolutely horrible experience while transiting. Arrived on time (actually a little earlier), bridge to the plane was broken and the airline staff took over an hour to find us stairs/get us out of the plane. The nearest restroom after exiting the plane was 10 minutes walk. Had to take a bus to another terminal and on arrival, I had to go through security. The lady at the security check was absolutely horrible and made me take out all liquids from my carry on from plastic transparent Ikea bags to move the containers with liquids to transparent bags available at the airport. She said that she will throw my liquids away if I don't do that.",1.0
41,"Poor Taxi pickup organisation at Terminal 3 Heathrow’s new approach to divert taxis to level 3 of the car park to pick up arriving passengers is causing long queues, congestion and frustration for arriving passengers. All passengers are required to navigate 2 different elevators with children and luggage. I waited with my family with at least 150 other people waiting for lifts to get to our arriving taxi. When getting to the pick up point there was further delays due to the congestion of around 20 taxis trying to find their passengers. More can be done to ensure a more efficient operation at the easily accessible forecourt.",2.0
42,"Heathrow T3 is not in the same league as Gatwick. Lots of seating but dirty with food crumbs or footprints. The shopping is ok but limited as are food offerings. The Curator Restaurant was the one redeeming feature. Lovely breakfast, fast service, friendly staff and reasonable prices, can recommend. British Airways in future at Gatwick until Virgin have a change of heart.",4.0
43,"I very rarely post reviews, however, I was looking for reviews about T5, to verify if others had problems with the 'Drop Off Zone' at T5 like I did. I had the same problem as reviewed below by Adrian Sharpe, I was looking for the multi-storey car park, and by mistake I entered in the Drop Off Zone. I did not stay, I immediately left the Drop Off Zone, and I found my way to the multi-storey car park. I parked and paid for my parking. To my absolute dismay I received a penalty charge this week, charging me £40 to have entered the Drop Off Zone. I am appealing this.",1.0
44,"The car parking company, Apcoa, is, in my opinion, operating a corrupt practice. I wanted to pick my wife and children up (having parked nearby). The signs are utterly inadequate and don't tell you what you are doing. I asked a policeman in the end because there were no staff. You are funnelled towards the drop off zone. The short stay car park is signposted off to the right but almost unnoticeable. When you go in the drop off zone you are on APNR cameras and liable to pay. There is nothing obvious indicating this (I physically got out and looked). 19 days later I got a PCN. I pointed out that I was in a drop off zone, was supposed to be elsewhere (the policeman told me this) and had then gone to the short stay car park as directed. They weren't interested and fined me. An hour and a half held hostage by parking, paid £5.30 and then had to pay a extra charge of £40. Add to that that entry to the UK was standing in a congested line for an hour with all and sundry.",1.0
45,"The worst experience! Upon touchdown we had to wait on the tarmac for about 10 minutes while the plane parked ahead of us tried to figure out what he was supposed to be doing. While transit through the airport and customs was a breeze (this was a first, usually takes over an hour), we waited for over half an hour for our luggage to start coming through on the belt. Meanwhile, we witnessed 20+ airport workers just hanging around joking and laughing like there weren’t hundreds of people across 4 flights waiting for their luggage to come through one conveyor. Nobody seems to care about customer service and everyone employee we encountered was rude and couldn’t be bothered to answer simple questions. By far the worst airport experience in my 30+ years of traveling. This airport should be ashamed!",3.0
46,"Notices everywhere about safe social distancing and hygiene, but the transfer bus from T5 to T3 was absolutely outrageous, packed into the coach like sardines.",2.0
47,"While not entirely painless, I had a pleasant and mostly easy experience. I arrived in the UK from the US, traveling internationally for the first time and was given helpful information from both staff and repeat travelers at Heathrow. Customs was very quick and straightforward, taking less than 20 minutes. I arrived and was picked up from the airport all in under 1 hour which is rather impressive for traveling internationally. Great WiFi connection, ample restrooms and seating and before customs all signage was easy to follow. Signage post customs and by the car park/pick up area was quite hard to follow, but I will possibly lend some of that to being American. I was frustrated by the amount of conveyers out of service, especially for disabled or elderly travelers. Lifts were also a bit tricky to find, especially for the demographics who need them most. Other than that, accessibility is great with many wheelchairs, trollies and services for travelers in need. Just be sure to take your time with navigating the pick up area.",8.0
48,"Arrived with BA0104 flight from Dubai. Going to the emigration area there was 2 employees who diverted me with my passport and Biometric Work Permit to the general (Rest of the World queue) There were around 300 people standing there, No social distancing, no attention from airports employees. Only 4-5 emigration officers were checking documents, air climatization is bad, people are getting tired, leaving the line for the WC visits and we are still not moving, 1 hour, 2 hours… you start looking at the other part where it’s dedicated to EU citizens. Why don’t you divert part of passengers there? Finally after 2½ hours they started to take families and give them priorities. It took me 3h15 min and I completed passport check in 30 seconds, officer never asked any questions just checked my Ukrainian passport and let me though. This is a pure disgrace.",1.0
49,"Terminal 5: Departure no problem, but dreadful queues on the way back - the Heathrow staff blamed multiple flights arriving at once, but with the skies less than full, this was a poor excuse. Well over an hour to get through the terminal, even though the e-gates were working - will use Gatwick from now on.",2.0
50,"Hey Brains, I have an idea: why don't we charge people £5 to pick up passengers? We'll earn revenue from people who who aren't even travelling! Great idea, but won't that mean more people use the Short Stay car park instead and snarl up the lifts, cause extra queues and create even more chaos at Terminal 5, especially when some of our lifts don't even work? Yes, but who cares about them? More revenue is all we care about!",1.0
51,"When I got to the airport I had to go to T5 to get my test done, but due to a fight change I had to check in at T3. I had many bags, and one of the attendants was very helpful during the train transfer by getting a trolley for me once I got off the train. The check-in procedure was very quick and smooth. The attendant was extremely helpful and polite, and explained everything thoroughly and made sure I had everything I needed to have for my arrival at my destination. Afterwards I went back to T5 to get a document signed. I had asked about it before and was told it could be signed if I came back after receiving my test result. I was a bit annoyed when I returned and they refused to sign the document. When I was going through security the staff was rude to me. I had started preparing my stuff in the line and was ready to finish unpacking my stuff once I could put my bag down. He kept repeating his instructions and did not give me a chance to finish before he repeated it again. I got very frustrated with him, which resulted in him being extremely patronizing.",5.0
52,Chaos reigns at arrivals & long queues & e gates that don’t work so many passengers including this reviewer was refused after several attempts..what dreadful machines these are...so you had to queue like all the other arriving passengers..it’s dreadful uncoordinated & not enough border force people to man the counters. Air Conditioning is a joke in this hall as every passenger was sweating.....it’s truly dreadful organization with machines that don’t work! Staff here are rude abrupt & really don’t care about the jobs they are employed to do!,1.0
53,"When I went to this airport, it was quite busy. I was traveling with my 6 children and my wife, we were going to LA. The staff were super helpful and kind, the shops were okay, some of them were closed. Wifi service was okay, I had to make some phone calls but other than that it is a good airport, recommended.",8.0
54,"Where do I start? Having travelled back via GRU and CDG, LHR is a third world experience. I was shocked. Untrained staff who check no paperwork (locator and PCR), disorganised facility with very poor signage, everything seemed to be on a cost basis. Chaos. . Then we come to the long stay carparking. I had to alter the booking 2 times. No problem in extending and paying more money, easy to do online. When it comes to shortening forget it. The system won't allow. I asked for a refund by email, to be given a reply ""claim on your travel insurance"".",1.0
55,"Even though we are in the middle of a pandemic, I did not see any real changes to when I last visited Heathrow Airport last year in January. There was no enforcement of any of the covid guidelines set in the UK, or when there were some attempts at social distances they made no sense and were extremely redundant. When exiting the plane after waiting for the majority of the passengers to leave, I was approached by a very rude and hostile security guard. As I was travelling alone he made sure to speak with me rather than the family with two children (with no masks) walking behind me. I have taken the covid precautions seriously therefore I was wearing PPE (white disposable overalls, n95 mask, and face shield). The guard, sarcastically mocked if I were travelling to paint and then began berating me about how it is my fault that there is still a pandemic going on. Considering that there are far more people who flaunt their ignorance of the guidelines it is baffling why he was being like this about it whereas the family behind me was let off. Ridiculous. The border control guard, however, was the complete opposite. He asked about my reason of visit which I promptly gave as well as telling him all the precautions I have taken and he was very polite and understanding and let me through with not an ounce of attitude.",3.0
56,"Where do I start? We are in a so called pandemic as the government says. Well what I experienced today I would of never of thought that I could float from terminal 2 arrivals to departure with not one person challenging me to ask why am I here or where am I going? As I was seeing my wife and daughter away to Thailand by government rules I was allowed to do. I proceeded to terminal 5 for my flight back to Aberdeen. Well I was in for more of a shock. Main entrance only had a bit cardboard saying if not a traveller do not proceed anymore than this point, where was security to stop anyone from walking in off the street with any disease with no checks, shocking procedures.",1.0
57,"I am so shocked at how backwards Heathrow feels. I fly for work regularly and I'm not very critical. The lack of personal support and consideration for customer experience is pretty shocking. Feels like Brexit is already taking its toll! I will fly through Schiphol, Frankfurt (or anywhere!) from now on. Disappointed and a bit ashamed to be British!",3.0
58,"Terrible, disgraceful immigration experience, 200 people cramped in queues with 1 immigration counter open. Then you complain about rising Covid cases, people are catching it at your airport. Shameful especially during this pandemic when people have been away from loved ones. This shows lack of respect and incompetent management leaving 1 immigration officer on her own. Disgraceful.",1.0
59,"Awful experience today at the security’s before departure. I was asked in a very rude manner to remove my boots and then, with a horrible body language and voice, I was told there were no disposable shoe cover available? I wonder if the authority can’t afford to hire decent, polite staff or if they need to save money from the cleaning company and asking the customers to wipe the floors instead?",3.0
60,"First overseas trip of 2020 and surprisingly it was a very straightforward process through Heathrow Terminal 2. We arrived with 3 hours before departure but needn’t have worried. Travelling to Warsaw on LO282, our check in was completed online 24 hrs before. The check in area was quiet and we walked straight up to the kiosk to print our luggage tags. After issuing the tags, the kiosk printed paper boarding passes without any prompt - trying to save paper, we had already got our passes on our mobile phones. Would advise airlines to check if passengers need a paper pass at the kiosk. Once our luggage was tagged, we walked straight over to a drop off desk. In the past, there would be a queue, but given our early arrival at the airport, and the drop in passenger numbers this year, queueing wasn’t required. Tags scanned and luggage on its way, we joined the queue through security. Only two lanes were open, but the staff were extremely quick in moving passengers through. Before we knew it we were airside. From walking into the terminal to getting through security only took 20 mins. Obviously the main difference this year is the number of travellers going through Heathrow (or any airport for that matter). Airside was much quieter than we have seen, and one can only imagine the loss in revenue for the high end shops that cater to the wealthy passengers. We made do with visiting World Duty Free, then WHSmiths (always need some reading material) followed by a pint at the pub on the upper level. Naturally everyone is wearing masks and observing social distancing. My wife was disappointed that the perfume samples were not available - for me this was a major plus as I would usually have to wait ages for her to try different scents before choosing which to buy. Our flight usually departed from a B gate, but given the low number of flights, we were directed to one of the gates at the main lounge. Arriving back to Terminal 2 a week later was a little bit busier than before. To start off with as we deplaned, we had to show our COVID documentation (completed online 2 days before). Several fellow passengers had not done this so had to stand to one side and do it there and then. Our arrival coincided with a couple of long hauls from the Far East so there was a long queue at passport control. This wasn’t helped by only three e-gates being used. Just as I got to the front of the queue, they closed the e-gate! However, a member of staff was very good at getting three lanes down through the 2 remaining e-gates. I wonder how these queues will change once we end the transition period at the end of the year. By the time we got through passport control and walked over to the carousel, the luggage was just being brought out. From exiting the aircraft to leaving the terminal took 50 mins.",8.0
61,"Well I was pleased to see that in 2018 Terminal 2 was awarded ‘Terminal of the Year.’ Because after waiting in a 6 hour immigration line today I was grateful I was not at the worlds worst terminal, because that would have been simply awful. Heathrow must truly be one of the worlds most awful airports.",1.0
62,"I generally enjoy the service at Heathrow. However, the customer service at duty free bare minerals is appalling. Staff are not friendly, there is a lack of foundation shade variety and diversity and staff made absolutely no attempt to offer any help or sincere advice. Would not attend again.",3.0
63,"Excellent airport to travel from, we organised,  professional well trained and helpful staff, A wide range of duty free shops, Signage and directions very visible and helpful, seating area is great, Business lounge is fantastic, even though at times there are long queues due to the efficiency and intuition of the dedicated staff these queues move quite quickly. I have always travelled through this airport despite living over three hours away, the standards at this airport improves each time I have travelled through it inevitably adding a positive experience to my travels In all honesty I cannot pick a single fault or negative experience that I have been through at this airport.",9.0
64,"The airport is spacious, looks pretty, however for this kind of airport I was expecting more choice of food in terminal 2. Compared with Gatwick, Gatwick is much better. Staff should have better training at check in area. Not family friendly. Its good if you travel alone outside Europe.",6.0
65,"Poor airport and security measures. Was in transit coming from New York going to Bucharest. Of course we had to pass security again, even though it was transit and the same terminal. So anything you might have bought back in New York was good to throw out. Luckily for us it was just some bottles of water. But at security, I had a can of Powder spray for the shoes/feet. The can was clearly Powder, measured in grams and was on an outside net pocket of my backpack. The security staff, instead of just taking care of the can, they got everything out of my backpack, every single individual thing, including cosmetics that were actually in the bag on the tray, and put them directly on the incredibly filthy tray (exactly what I tried to avoid touching with my stuff). This was done at a very slow pace. Also my dad had issues with all his bags, instead of going directly to the problem, the staff touched and got everything out of the bag. Hopefully I never have to use this airport ever again, will avoid as much as possible.",1.0
66,Had to return home early due to Coronavirus. The airport was extremely busy. We received nothing but helpful and cheerful service from all staff. Thank you guys for a job more than well done.,10.0
67,"Someone needs to explain to me why I go through security at Edinburgh and then have to go through it again when arriving in London when all I have done is go on a plane in the UK and got off a plane in the UK? I’m in Transit you morons - I have not left the Airport / I am arriving at the same Terminal that I am leaving from to go on my International Flight (Terminal 5) but I have already done Security at Edinburgh! Different story if I have left the Airport, spent a few hours in London and then returned - that I get! Sounds too much like common sense to Heathrow? - they deal with idiotic systems and procedures that bear no resemblance to reality / order. This nonsense is compounded by moronic staff who get their kicks out of being exceptionally stupid / rude and arrogant.",2.0
68,"The check in has to be done by machines which for me kept failing and ended up needing staff to help us. Also, the VAT refund was horrible. Only 2 staffs were there and although many people were waiting, the staffs were slow. There were about 20 people in front of us when we first arrived at the queue, and after 1 and a half hour, only 10 has been processed!",2.0
