,review,score
14,"I have been using this airport since I started living in Bangkok. It is a huge airport. Immigration staff are good though they are bad at English. Very crowded airport. Everything is costly. It is good that this airport has airport link train and buses. Taxis are also available in meter, taxi fare is always high.",7.0
15,"I needed to take a passport photo and print a document for my visa on my next destination after immigration. I thought it wasn't easy to prepare all this after I had already passed immigration. So I called the information center and asked for help. First, their English was not good enough. They directed me to the wrong place. They just guided me to an information machine after 10 mins talking on the phone.  I explained my situation and asked have any way to go out immigration and come back under authority. She just kept saying no and kept cut my word again and again. So I gave up. It is an information center for traveler. Her behavior is totally untrained behavior and not professional at all. Of course, the way she spoke was not kind as we. After good memories of Bangkok, she ruined all feeling in Bangkok.",1.0
16,"Chaotic, slow and dirty. Security takes just a few minutes but passport control can take 1 hour +. Airport seems to be way over capacity. Try to fly to Bangkok's other airport if you can!",1.0
17,"Poorly organized immigration, long waiting at departure. Security control faster, leading to long wait back to escalator. Security staff limited help, unfriendly for Thailand.",4.0
18,"They should not claim to be an airport with a smile when they know that they cannot serve with a smile. It's a very long walking and unpleasant experience for flight transfer. Not only because of the long queue, but the way the officers treat passenger is impolite. I would think twice to have transit in Bangkok airport for long flight.",3.0
19,"Airport is over crowded, very hot and noisy. There is something wrong with the design of this airport. Walking too far to Gate E1. Immigration and body check is very slow and worst. I will try to avoid this airport as much as possible.",1.0
20,"The security check is present near the individual gate, the line is long and they remove any or all liquids. Despite there being a 100ml allowed limit, they still remove anything they find. I had a bottle of water with barely any water which they removed, plus an expensive cream (with which I regularly travelling internationally and domestically), which they removed despite me asking them not to when clearly there's a specified limit. The people do not understand English enough or perhaps it was that they don't respect you enough to even bother replying to you.",3.0
21,"I had a terrible experience completing a transfer at this airport with Thai Airways. I had a 2-hour window between flights and barely made it to my flight as the transfer process was so badly organised and extremely crowded. The queue reached back from the transfer gate the entire length of the travellator. Once through and allowed up the escalator we were herded into a small anteroom and made to do snake around for another 30 minutes with little air and many bodies in the room. Many people were extremely anxious as they believed they would miss the flight and started to push through. When I finally reached the security scanners, all sense of order was lost and I found myself in a crowd crush being pushed from behind. I almost fell. The security guard barked orders to keep a straight line but there were no processes put in place with ropes or barriers. When a passenger suggested that it was impossible to keep a straight line as there was no room. He retorted that if we complained or criticised he would turn-off the security screening belt and then we would all miss out flights. What sort of airport is this? They want you to suffer and miss your flights because you dare suggest that their system is not working. This attitude does not reflect well on Thailand, let alone their airport and airline. I would rather go the long way home via Dubai than experience this again.",1.0
22,"For transit you have to go through a security scan again. This means that any liquid will be taken away, which is a minor issue. I had to go through transit in the morning (coming from MUC, going to RGN). The queues were extreme and it took more than 90 minutes to get through! There is no fast track! Avoid!",3.0
23,Suvarnabhumi is probably the worst International Airport for business travel in SE Asia: there are few places to sit and work (except in the overpriced lounges) while the internet connectivity is appalling. There are few options for food and limited to no seating when available. Everything at the Airport seems to he aimed at forcing travellers into shops rather than supporting a convenient and comfortable flight. Passport checks on arrival and departure are not the worst in the region but could also be significantly improved.,5.0
24,I despise this airport. Way too much walking for an airport of it's size. And immigration is always like being at Walmart during a Black Friday sale with only 2 counters open. And now since they take your finger prints from both of your hands the process is even slower!,1.0
25,"We have travelled to Bangkok every year. Usually, the officer will direct us to the priority lane seeing seniors and kids we brought. This year, my husband and I have brought 2 kids (6 and 10) and 2 seniors (70 and 76) to Thailand for an 8 days (23rd to 30th Nov) vacation. Yesterday around 4pm, perhaps the officer on guard was not in a good mood, had a grim face on even when we approached the priority lane. We went over to enquire the officer can we go before we deemed we granted the use. After screening through the passport and she allowed only the seniors to enter but wanted our kids and us to go for the normal queue with her unfriendly/annoyed face. So I told my parents to follow us for the normal queue as it was our duty to make sure they were taken care of should something happened. Next, we saw a group of family, a pregnant lady with a handful of adults just entered without screening kind of puzzled me. I love this country and the friendliness of the people. This officer should have handled the case with friendliness especially being in service. They somehow dampened our mood after our 8 fun-filled days spent in the country.",5.0
26,"What a total mess this airport is. Always was anyway. But this time crossed all limits. Some idiot minister decided that there will not be a smoking area in the airport. After a 10 hour flight I am not allowed to smoke and still waiting more than 3 hours to smoke in Phnom Penh. WiFi slow, food (European prices), dirty! Shame on you!",1.0
27,"Tragedy of an airport! 1) No smoking places, after a long trip I got informed there is no place to smoke. 2) Prices too high, 18€ for two cups of coffee and two muffins. 3) Directions unclear, went to a section with tag foreign passports and got denied. There were only two ways to go, Thai passports and foreign. Denied because all had ""chinese passports"" stickers. After a while they led me thru, as they understood it was a mistake not letting thru. 4) Not clean. 5) Internet is a tragedy too, slow as hell. Never going through this airport again.",1.0
28,"After an 11 hour flight, there was no possibility to smoke a cigarette. I have to wait 2 hours more for connection flight. I will never use Thai Airways again to avoid such. Better fly with Singapore Airlines, they have also non smoking policies but you find place where you can smoke.",2.0
29,"I'm surprised that the airport declared non-smoking. Even Singapore who is quite against smokers has multiple smoking rooms in all its terminals. I'll avoid Bangkok airport in the future. If they do not know how to respect human rights, I'm not prepared to support them.",2.0
30,"Airport is uncomfortably hot, bathrooms smell and are not very clean, layout is terrible. Nothing to do other than shop, food is ridiculously expensive (US$16 for a Whopper meal). Had a 6 hour layover here and couldn't even get my boarding pass until 2 hours prior to boarding.",2.0
31,Arrived at BKK airport in early October and departed a week later. I have used BKK airport many times in the past 3 years. Overall it's a decent airport despite the large scale. Normally the biggest issue at BKK airport is the long queue in immigration. I was lucky this time as when I arrived there was almost no queue. The drama started after the great first impression. Due to bad weather the airport had to suspend all ground service. As a result we were waiting by the luggage reclaim belt for a long time until we saw a signed saying the ground service is suspended. Then we waited for longer and finally a ground staff came to inform us the luggage wouldn't be delivered any time soon. And when the ground service resumed we were shocked to see other flights that landed much later have their luggage delivered earlier than our flight which landed 2 hours ago. All in all a 2 hour wait by the luggage belt without much information isn't a pleasant experience and should have been dealt with better.,6.0
32,"Airport seems designed for a temperate zone, A/C unable to cope with tropical sun. Most parts of the airport are warm during the day and most travellers can be seen huddling around the A/C vents. At least the interior is bright.",4.0
33,"Very disappointing experience. Impolite staff at the information desk, one passenger who was in hurry asked few times the same question and the employee screamed on him!! Never seen anything like that. Very poor duty free. No smoking area which is really a big issue after you travel for hours and you have to wait for a connecting flight. I think I will never fly again with Thai just to avoid the transit at this airport.",1.0
34,"I had a nine hour layover in this airport recently. I decided that on arrival I would transit (from international arrivals to international departures), buy a book to read and spend some time in a pay lounge. Arrival was at a gate (instead of standing remotely, as is often the case), about 400 metres walk to the transit area, and there were moving walkways most people used. When I arrived at transit security there was a line of about 50 people, staff looked to be under pressure and were grumpy, but I still was able to get through to the departure level in a reasonably short time. I then managed to buy a novel in an Asia Books outlet that kept me entertained, but it was from a relatively small and not very interesting selection. As other posters have mentioned, the air-conditioning in this building is not great, and the area I found myself in was warm and unpleasant. Instead of waiting in this area (my pay lounge booking still required a wait of several hours before I could enter), I went searching for a better place and found one in F area that at this time of day definitely was cooler and a seat became available not long after I arrived. I connected to the free airport wifi (I normally use AIS free airport wifi), but even though in my experience it's an OK service, it is limited to a couple of hours, so something to keep in mind. While I waited I avoided going near any food outlets as their pricing is probably three or four times what you’d pay elsewhere. It’s true that there’s a food court in the building, but that is landside, and not available in International Departures, where you can expect to pay four times the street price for a bottle of water, and four times the street price for a typical Thai treat, mango with sticky rice. Outlets are often crowded and the staff rude: I don't see the value. I used a pay lounge (I bought entry through a third party before I arrived in BKK) which offered free wifi for the time I was there, comfortable seating, a wide range of hot and cold foods from a buffet selection, drinks (water, fruit juices, beer and wine) — and importantly, shower facilities. it cost about B1,000 but compared to the cost of buying these products and services ‘unbundled’ elsewhere in Departures, it was good value. Closer to departure time, the walk from the lounge to my departure gate meant walking from one side of the terminal (F) to the other (A), taking more than 20 minutes. There’s very little in the way of moving walkways when you move across the terminal, so until you get to the departure area there’s little choice but to keep walking (much easier if you only have the lightest cabin baggage with you). Maybe the airport wants people to embark on a buying expedition through the shops on either side, but in my opinion there are better bargains to be had elsewhere. Flights to Australia have an additional security check before you are allowed in the departure lounge. The staff always check for liquids, so my advice is to drink any bottled water before you arrive and if you have bought liquor at duty free, ask the sales staff about picking it up after departure gate security. The departure lounge itself had adequate seating for a heavily booked A350, and there were toilets. Overall, the airport functions OK but Singapore is a much better transit airport.",4.0
35,"Nightmare! Transiting through, spent 1 hour getting through the passport control to get in, another hour to get out. Very unpleasant staff. And that all just because of the connection to be made and the stupid decision to close all the smoking areas, they are all empty, the airport itself is pretty worn down, and they are still empty! Never again!",1.0
36,"My sister and I arrived at Bangkok airport on Thursday 25th July around 9:30pm. We were exhausted from 14 hours of flying and it was our first time in Thailand. We met the woman at passport control and I have to say that she is probably the rudest, nastiest and angriest people I have ever met in my entire life. She screamed at us, told us to go away on several occasions and physically moved us to one side. This was because we wrote down the address of our hostel incorrectly - she motioned to the woman next to us that we were stupid (she waved her hand across her forehead and rolled her eyes several times). We tried to explain that this was our first visit to Bangkok and that addresses are written differently in the UK and she told us to just shutup and go away. After shouting at us to go away, she got up and physically moved us. We were scared and anxious - thousands of people around us in a city we have never been to before. She then threatened my little sister into keeping her passport when she had done absolutely nothing wrong, she tried to ask the woman what she needed to do to get through passport control. When she finally stamped our passports after around 15 minutes of this, she looked at me and shook her head. She did not only treat us like this - many others were being screamed out and moved by her. We were appalled by this vile woman and it wasn’t not a nice start to our visit into Bangkok.",1.0
37,After having had a long flight I was expecting to be able to have a cigarette at Suvarnambhumi aaiport before taking my onward flight to Tokyo. There were no smoking rooms and the staff were really rude when I asked them if there is any facility for smoking passengers. Suvarnabhumi airport has declared war against the smoking passengers but do not cringe from receiving payment from the same passengers. Shame on Suvarnabhumi airport for being so biased against the smokers. Shame! You take away our Human Rights to smoke.,1.0
38,"1) Poorly managed lines for security 2) Extremely rude security staff. Threw items into the belt. I had my shoes thrown. Happened after Door 3 at 10.00hrs. One of the lady airport staff had a sulking face as if it was a chore for her to work on a Sunday morning. 3) Took more than hour to reach the customs counter. Arrived airport at 09.30hrs but cleared my passport only at 10.34hrs 4) Not a positive travellers experience. Carpet was dirty, toilet was dirty.",4.0
39,The most ridiculous airport and airport staff. I had to do their job for them because they were not able to search up my passport details on the computer to check my esta waiver was valid. At first I told them to check it on the system and they told me that they couldn’t. 1 hour later while I was waiting for them to do magic I showed them on my phone my esta waiver approval and then they did their job right and searched my passport details on the esta waiver website. The stress that the staff put me through was ridiculous. Either do your job correctly and call someone to do it for you if you have no clue.,1.0
40,"At Suvarnabhumi Airport the airline staff at check-in and security staff are good. The problem comes at the departure administration. On that day, only 1 departure admin hall was open. (Hall 3) I took the departure escalator at about 1.45pm and cleared passport control at 3.05pm (a total of 1 hour 20 mins !) There is a security clearance queue which took about 15 to 20 mins, in general, it is reasonable time as security is important. The passport control is however very disappointing, it was a 1 hour queue with the following observations while waiting in line. Elderly and groups with very young children/infants are in the queue. In all other airports I visited, the elderly and groups with young children will be helped and moved to a separate queue for their convenience. It is frustrating to see old people having to stand in line for over 1 hour and parents struggling to keep their children in line. This is extremely poor service, the passport check officer in front of the escalator should have advised these people to use the priority lane. Only 4 out of 8 counters are open on the section I am in. I would assume it is probably the same in other sections. There are a lot of extra processing (photo taking?) at the passport control. There is no staff managing the queuing, so it is really messy with people criss-crossing queues. Any staff that were there are not really interested in helping passengers, if any passenger approach them, they will be ""served"" rudely. Despite arriving at the airport almost 3 hours before my flight, I actually had hardly any time in the transit area. I can only grab a quick bite and go to the gate. There is no time for shopping or any of that. I am sure a lot of other passengers who arrived 2 hours may even have trouble getting to the gate on time. Hopefully, the authorities can receive this review and other similar ones critically and make necessary improvements.",3.0
41,Main international airport of Bangkok that is stretched way beyond its capacity. Immigration lines are ridiculously long and can average around 45 minutes to an hour just to get your passports stamped. They should really look to ensure all counters are staffed during peak periods.,3.0
42,"My departure was at Gate 5. This gate is in an awkward direction than the other gates and required lots of walking. Washrooms are situated at G1 whereas the other one is at G5 lower floor. They denied its use due to security reasons as boarding was not started. On inquiry, they told us to go back to G1 for use of toilet. I had to walk 10 minutes to and 10 minutes for the toilet. Never seen such a poor design of an airport, anywhere.",1.0
43,"The phrase land of smiles is synonymous with Thailand except when you land at Suvarnabhumi airport! The distance required to travel from the plane by bus to the terminal is some distance, taking 7 minutes. The queuing time is the worst I've experienced, and it now happens everytime I land here. There are plenty of empty counters and it never used to be this bad, and the staff don't seem to smile either so sadly this ranks as a rapidly declining airport. The expansion which is steeped in controversy is supposed to the airport more functional and take more captivity, try fixing the simple important things first, this won't be the last review I LL be writing about the airport.",4.0
44,"Used this airport twice for transit in March 2018 and the experience was still vivid in my memory. Unfriendly staff, most were not smiling which was ironic since Thailand is supposed to be a land of smiles. Airport looked old and dull. Needed to walk for 20 mins to 30 mins to get to our departure gate. Terrible design.",3.0
45,"Bangkok Suvarnabhumi Airport is indeed a very huge airport. It takes quite a bit of time to walk from the arrival gates to the immigration area. Signs were clear and there were provisions for citizens from Singapore and Hong Kong to use the automated immigration clearance which helped with the experience at the airport. The departure process, unlike the arrival process, can be pretty confusing. For instance, security checks often snake in a weird way. There was an instance where you proceed from the security area by walking back through the initial security area. Otherwise, the food choices there were decent, albeit slightly expensive.",7.0
46,"I want to meet the genius who put terminals in the middle of nowhere, and the toilets behind locked boarding gates so you can only use 20 minutes before your flight. How about offering free wifi you dont have to sign into with a passport and then blocks you like every other airport in the world. Could definitely use a facelift as well.",4.0
47,"Weather in May is quite warm in Bangkok as this is the summer month. I checked in, completed immigration formalities and was heading to the departure gate. I had waiting duration of about 2 hours for boarding the flight. As I walked towards my gate, I could sense that the Air Conditioning was not functioning and it continued to be without air con for rest of my walk and for my entire waiting. Everyone was in uneasiness and looking for cooler areas to rest. Such a pathetic and careless operation of one of the busiest airport, shows the level of customer service.",3.0
48,Queues for miles. Walk for many more. Every time arriving or departing through this airport is a trial in patience and exercise. Immigration queues for arrival and departure are always hundreds of people long and take around an hour each. Unbelievable that this has continued on for years. Passengers and flight numbers are known well in advance. This is just bad management. Then the airport design is for the athletically minded. Always have to walk many miles to departure gates. Bad design in general. It’s a concrete bunker that is not very appealing.,3.0
49,I've used Bangkok-Survanhabhumi airport a few times. This airport is huge and modern. It's easy accessible from downtown by train and a few places in Thailand by bus. The terminal is divided into 7 concourses (from A to G) and it can be long walking distances depending where your boarding or arrival gate is. Some airplanes are parked in remote stands which saves the walking distances as a bus brings passengers closer to the bagage claim on arrivals. I like the architecture of the terminal with Thai elements inside the terminal. However it can be hot inside the terminal at some places as the air conditioning is not strong enough. Also some places like the checking and immigration areas can be crowded. There is a food court with local food and reasonable prices below the arrivals floor. The lines at the passport control can be long but you can go to the opposide section for less waiting depending of time arrival. The security control is efficent better than some airports in the United States. Overall this airport despite its big size is quite good. It's a bummer that there's no US or Canadian carriers operating there.,7.0
50,Huge airport but traveling in between the terminals is exhausting. You have to walk all the way. Travelators are few and far between. There are escalators for going down but no escalators for going up. Air conditioning is suboptimal. Very limited Halal food options for Muslims.,5.0
51,"One of my favourite airports, Suvarnabhumi is pretty good. Baggage claim waiting time is short. Plenty of clean amenities. Food and duty free are as expensive as any international airport. Suvarnabhumi is now about 12 years old and beginning to show its age. Air conditioning along the concourse, between the gate and duty free areas, has been cut. The concourse areas are uncomfortably hot. It is running at the departure gate though. The other problem is limited seating at the departure gate. There is probably 60-70 seats. Nowhere near enough for the 320 people about to board a B747-400.",8.0
52,The whole airport is extremely hot. I feel bad for people who work here. Air-conditioning was not working enough. The worst thing was that our flight was delayed and we had to wait 4 hours more. We are boiling.,1.0
53,"The worst of all airports that I have ever visited! The walk from one side to another, in particular if you’re going to a lounge, is incredibly long! A buggy will not take you unless you pay, wait for this, AUD $100!. For the elderly this is absurd! When we finally found the Emirates Lounge we were told that there will not be a flight announcement. This is unheard of in such a large airport! After passing customs we purchased some water only to have them confiscated before boarding! I was infuriated. Bottles were not opened. There are three further check points before boarding which most passengers are not aware off. The walking we did in this long extended badly designed airport was made even more excruciating due to the lack of signage and the non-existing air condition. The lack of English speaking people makes it extremely hard to communicate. This airport turned me off visiting Bangkok ever again!",2.0
54,"Overall, despite a nice huge and equiped structure, this airport lacks significant aspects making it very uncomfortable and far beyond from the category of a friendly airport. Without going into the details, I shall breifly highlight the aspects that require inevitable changes to make it more human friendly. 1) Extremely poor human interactions with most of the airport staff, due to lack of professionalism, respect and honour for travellers. Communication in English, which is widely regraded as a fundamental in most places; is a serious problem since majority can't communicate properly OR at least it is not understandable. On top of that hospitality should be taught generally, as most staff are rude to an extent. 2) A world class airport structure, while lacking some basic facilities, including baby travel facilities, private lounge for short stay (not inclduing the one for members or business class travellers). It is extremely difficult as the airport if definietly not family friendly for those travelling with infants. 3) Limited food availability, especially options for those looking for Halal or vegeterian food.",3.0
55,That’s crazy that an important transit airport does not have a smoking room! After long time on board once you are in the airport waiting for another long flight connection every smoker needs to smoke! No way! 24 hours without smoking! Crazy crazy crazy! And the craziest thing is that in duty free they sell cigarettes! Every airport must have a smoking area for smokers needs! Bad airport!,1.0
56,"Bad decision to transit at BKK with kids, never again. We were coming from Narita, transiting in BKK, final destination is Singapore. We carried two water bottles for my kids, and bought two grape juices in 150ml bottles for my kids before boarding the plane at Narita. At the transit check, the officer was adamant that we throw away the unfinished grape juice, but said the water bottles were okay. So we poured away the water in the water bottles, and filled it up with half emptied bottles of grape juice. The officer said that is not allowed. We do not understand why, and she could not give us a good explanation and insisted that we have to pour away the grape juice before they will let us proceed. When the bottles had water, it was allowed, but replaced with grape juice, suddenly it was against their airport policy. This unreasonable treatment of families with young kids is the reason why we will never want to transit at BKK. I hope other families who are considering transits will go elsewhere because, the staff are unfriendly and unsympathetic toward families with kids.",2.0
57,Always an efficient and comfortable airport. Immigration quick and easy despite the huge increase in passengers. Needs the new terminal soon. Great to see them take the lead and stop smoking in the terminal altogether. Let's hope more airports catch up!,8.0
58,"I am shocked that my last visit was in January where the airport still had smoking areas. However now after 3 February there is no smoking inside and outside. I feel the Thai government is over doing it for a smoke free country. This is a poor decision, I have been traveling around APAC and I never seen these rules before. I am from Singapore, even our government is strict and wanted whole country to be smoke free. The Thai government should reconsider this, if not you will lose a lot of tourists from transit flights.",1.0
59,"Airport staff have been very rude when I asked where the transit counter was, they just pointed the way without saying anything and the funniest thing is they gave the wrong direction, I took more than 20 minutes to found it. When I asked other questions, they gave me the answer “I don’t know”. They didn’t even try to help, it wasn’t the first time I transited in Bangkok, in future I will avoid being here again!",1.0
60,"I live in Bangkok and fly frequently through Suvarnabhumi. It's a relatively new airport, but was over capacity nearly from the start, and you really feel it. Flights almost never leave on time, often sitting on the tarmac awaiting take off. Many flights use a bus to offload passengers instead of the gates, which is so poorly organized that waiting on the plane for a bus for 20 minutes is not uncommon. Long waits for baggage are also the norm. I waited over an hour for bags on a recent domestic flight -- longer than the actual flight from Chiang Mai itself! The airport itself is also terrible -- cold, exposed concrete everywhere looks like a prison, air con intermittent, staff don't speak English, and over the years, good food and coffee options have all been replaced by high-end clothing shops and Burger King, so there's little in between. Immigration and security lines can also be very long, but you never know, so you always have to leave a lot of extra time, and this airport is a terrible place to spend it.",1.0
61,It is shocking that the smoking areas are all closed. This is a international airport and cigarettes are not a banned product. I really do not know what is there to prove? It is just extreme and will try not to visit Thailand unless it is really necessary. I am saddened how extreme the country has become.,1.0
62,No smoking room or designed smoking area inside waiting flight area for smoker from 3 February 2019 onwards. This is very unfair and should not happen in an International Airport.,1.0
63,Bangkok Suvarnabhumi is not that bad. Avoid the duty free shops and you will find a working wifi and good food venues with real spicy thai food. The queue at the immigration is not that bad. The US has set a benchmark when it comes to queues and rudeness of immigration. All and all a decent airport,6.0
64,"One thing I really like about this airport is that is huge, but everything goes really quickly. Theres a lot of desks open, a lot of staff and everything goes smoothly.",10.0
65,"For an airport that opened in 2006, it is definitely one to avoid. Suvarnabhumi airport appears to be more 30 years old than 12.5, and there are few positive points to note. Firstly, completely inadequate departure screens, and those that are around are difficult to read. Secondly, this airport loves its constant automated flight announcements, and insists on exclaiming the codeshare flights and then in 3 languages - silent airports, like Singapore Changi, work better. Security lines at gates and transit areas are a joke. Like many have said before, perhaps if Thai Airways is struggling, the finger should be pointed at the airport, not the airline. I will therefore now avoid Thai Airways where I can just to avoid this airport.",3.0
66,"I feel it’s time to write the truth about BKK airport and what is really happening here. The immigration lines are generally very long and slow, this is because one they don’t have enough staff, two they want to make it look busy as Thailand has its lowest number of visitors for years. Generally the airport has been a shambles for the past 5 years, and anyone traveling in and out has been subjected to extremely long lines before and after flights.",3.0
67,"This is the first time I have used this new CX Business Class lounge, as it wasn't in existence 3 years ago. Unfortunately all these facilities rely on proper maintenance, and sadly, whoever has responsibility for cleaning and maintenance doesn't do a very good job. Obviously there was quite a large budget spent on fixtures and fittings, but these have been allowed to be incorrectly cleaned, (scrubbed brushed-brass is completely scratched, screws have been removed and inside plastic bags are attached by sellotape. Dirty cups, glasses and dishes are not cleared away nearly quickly enough. Crumbs are on the carpets, floor tiles are chipped and broken.",3.0
68,Woeful. Absolutely woeful. Disorganised dirty and more like a refugee camp than an acclaimed international airport. Toilets sub standard. Duty free a con. Staff other than the check in staff were pitiful and sad looking. So much for the land of smiles. Don’t try for the free wifi. Four options all unable to connnect,3.0
69,"The international airport here in Bangkok is always a complete hassle and an annoyance to use. From getting to the airport to then getting into the airport itself, it's just a long and tedious experience. The airport has 4 different floors, which are incredibly hard to navigate if you are arriving by the Airport Rail Link system. Good luck using that with your luggage! The staff are just unhelpful which is in keeping with the local population in general. Your plane is very unlikely to actually be at your departure gate, so most of the time you'll need to get a bus from the departure gate, away from the airport where your plane will be waiting. Yes Thailand is the country where your plane is probably not in the actual airport. Arriving to this airport is somehow even worse, with the planes landing away from the terminals and you'll need to ride a bus back to the arrival terminal. Immigration - HA! Ridiculous. The queues are always massive and in typical Thai fashion, there'll be plenty of staff wandering around but not actually doing their jobs. If you're traveling with infants, you might be able to use a shorter queue if you're lucky and someone is actually working on that desk. If you have a visa already, make sure to show the staff the visa because they often don't check and end up canceling your visa and giving you a standard 15 day visa instead.",3.0
70,"Staff were not well-trained. The check in queue was not managed, resulting in messy queues and unnecessary waiting time. In addition, change in counter due to operational requirements was not executed smoothly by staff probably due to inadequate training or inefficient staff. This has resulted in additional 2 hours of waiting time for check in. Instead of facilitating queues, staff just stood there and act as onlookers as the chaos takes place. Overall, the experience was extremely unpleasant.",3.0
71,Too few security and custom staff wait time way too long. Process needs to be speeded up otherwise delays will be experienced. Only three security counters and three immigration desks open,6.0
